Datetime,generation,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,season,sunheight,generation_lag_1,generation_lag_2,generation_lag_3,temp_lag_1,temp_lag_2,temp_lag_3,humidity_lag_1,humidity_lag_2,humidity_lag_3,solarradiation_lag_1,solarradiation_lag_2,solarradiation_lag_3,cloudcover_lag_1,cloudcover_lag_2,cloudcover_lag_3
2022-07-15 17:00:00,395.0,21.9,21.9,8.2,41.4,0.0,0.0,0.0,0.0,33.8,18.0,299.6,1015.0,55.6,24.1,327,1.2,3,10,Partially cloudy,partly-cloudy-day,Summer,11.367056747440765,540.0,624.0,723.0,22.3,22.5,21.6,40.4,43.52,53.3,206.0,534.0,844.0,78.4,66.6,68.7
2022-07-15 18:00:00,170.0,22.6,22.6,7.2,37.09,0.0,0.0,0.0,0.0,33.1,12.4,299.0,1015.1,62.2,15.5,364,1.3,4,10,Partially cloudy,partly-cloudy-day,Summer,2.722568395550175,395.0,540.0,624.0,21.9,22.3,22.5,41.4,40.4,43.52,327.0,206.0,534.0,55.6,78.4,66.6
2022-07-15 19:00:00,221.0,21.1,21.1,8.5,44.37,0.0,0.0,0.0,0.0,30.6,14.0,306.0,1015.0,63.6,24.1,368,1.3,4,10,Partially cloudy,partly-cloudy-day,Summer,-4.948141983387867,170.0,395.0,540.0,22.6,21.9,22.3,37.09,41.4,40.4,364.0,327.0,206.0,62.2,55.6,78.4
2022-07-15 20:00:00,83.0,20.0,20.0,9.2,49.78,0.0,0.0,0.0,0.0,25.2,10.1,312.9,1016.0,67.1,24.1,187,0.7,2,10,Partially cloudy,partly-cloudy-day,Summer,-11.242007823268601,221.0,170.0,395.0,21.1,22.6,21.9,44.37,37.09,41.4,368.0,364.0,327.0,63.6,62.2,55.6
2022-07-15 21:00:00,33.0,19.7,19.7,7.8,46.34,0.0,0.0,0.0,0.0,18.0,7.2,314.0,1016.3,35.5,15.5,24,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,-15.737829626142197,83.0,221.0,170.0,20.0,21.1,22.6,49.78,44.37,37.09,187.0,368.0,364.0,67.1,63.6,62.2
2022-07-16 07:00:00,19.0,12.1,12.1,9.8,85.83,0.0,0.0,0.0,0.0,6.5,3.2,264.2,1019.0,78.9,24.1,56,0.2,1,10,Partially cloudy,partly-cloudy-day,Summer,40.343117327020515,0.0,0.0,0.0,8.1,11.7,12.2,86.49,85.21,81.9,4.0,0.0,0.0,40.0,99.2,98.2
2022-07-16 08:00:00,94.0,14.0,14.0,10.3,78.39,0.0,0.0,0.0,0.0,8.6,4.3,271.6,1019.0,44.6,24.1,170,0.6,2,10,Partially cloudy,partly-cloudy-day,Summer,49.11142068705138,19.0,0.0,0.0,12.1,8.1,11.7,85.83,86.49,85.21,56.0,4.0,0.0,78.9,40.0,99.2
2022-07-16 09:00:00,257.0,15.2,15.2,9.9,70.63,0.0,0.0,0.0,0.0,10.8,3.6,276.0,1018.8,51.1,15.5,314,1.1,3,10,Partially cloudy,partly-cloudy-day,Summer,56.322642367883525,94.0,19.0,0.0,14.0,12.1,8.1,78.39,85.83,86.49,170.0,56.0,4.0,44.6,78.9,40.0
2022-07-16 10:00:00,413.0,17.2,17.2,10.4,64.29,0.0,0.0,0.0,0.0,9.4,3.6,255.6,1018.0,73.9,24.1,533,1.9,5,10,Partially cloudy,partly-cloudy-day,Summer,60.54360220455981,257.0,94.0,19.0,15.2,14.0,12.1,70.63,78.39,85.83,314.0,170.0,56.0,51.1,44.6,78.9
2022-07-16 11:00:00,500.0,18.5,18.5,9.3,55.03,0.0,0.0,0.0,0.0,12.2,5.4,255.6,1018.0,74.7,24.1,677,2.4,7,10,Partially cloudy,partly-cloudy-day,Summer,60.34464924031778,413.0,257.0,94.0,17.2,15.2,14.0,64.29,70.63,78.39,533.0,314.0,170.0,73.9,51.1,44.6
2022-07-16 12:00:00,459.0,19.7,19.7,8.5,48.37,0.0,0.0,0.0,0.0,18.4,7.2,251.0,1017.7,51.1,32.2,799,2.9,8,10,Partially cloudy,partly-cloudy-day,Summer,55.80625256172079,500.0,413.0,257.0,18.5,17.2,15.2,55.03,64.29,70.63,677.0,533.0,314.0,74.7,73.9,51.1
2022-07-16 13:00:00,283.0,19.2,19.2,7.1,45.36,0.0,0.0,0.0,0.0,21.2,10.8,271.8,1017.0,85.1,24.1,864,3.1,9,10,Partially cloudy,partly-cloudy-day,Summer,48.4129529466901,459.0,500.0,413.0,19.7,18.5,17.2,48.37,55.03,64.29,799.0,677.0,533.0,51.1,74.7,73.9
2022-07-16 14:00:00,658.0,20.1,20.1,7.7,44.69,0.0,0.0,0.0,0.0,20.9,10.1,261.9,1017.0,77.8,24.1,688,2.5,7,10,Partially cloudy,partly-cloudy-day,Summer,39.555398876604805,283.0,459.0,500.0,19.2,19.7,18.5,45.36,48.37,55.03,864.0,799.0,677.0,85.1,51.1,74.7
2022-07-16 15:00:00,426.0,20.5,20.5,7.2,41.96,0.0,0.0,0.0,0.0,24.5,5.2,297.0,1017.0,71.1,32.2,172,0.6,2,10,Partially cloudy,partly-cloudy-day,Summer,30.08828952571044,658.0,283.0,459.0,20.1,19.2,19.7,44.69,45.36,48.37,688.0,864.0,799.0,77.8,85.1,51.1
2022-07-16 16:00:00,672.0,21.1,21.1,6.9,39.78,0.0,0.0,0.0,0.0,23.4,11.9,263.4,1017.0,90.7,24.1,112,0.4,1,10,Overcast,cloudy,Summer,20.530365105797557,426.0,658.0,283.0,20.5,20.1,19.2,41.96,44.69,45.36,172.0,688.0,864.0,71.1,77.8,85.1
2022-07-16 17:00:00,680.0,20.6,20.6,6.9,41.03,0.0,0.0,0.0,0.0,24.5,12.6,270.6,1017.0,76.4,24.1,206,0.7,2,10,Partially cloudy,partly-cloudy-day,Summer,11.256029427882172,672.0,426.0,658.0,21.1,20.5,20.1,39.78,41.96,44.69,112.0,172.0,688.0,90.7,71.1,77.8
2022-07-16 18:00:00,505.0,21.0,21.0,7.2,40.93,0.0,0.0,0.0,0.0,24.8,12.4,248.0,1016.2,48.9,32.2,236,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,2.602845079899897,680.0,672.0,426.0,20.6,21.1,20.5,41.03,39.78,41.96,206.0,112.0,172.0,76.4,90.7,71.1
2022-07-16 19:00:00,281.0,19.8,19.8,6.9,43.11,0.0,0.0,0.0,0.0,23.0,11.5,290.6,1016.0,88.8,24.1,361,1.3,4,10,Partially cloudy,partly-cloudy-day,Summer,-5.078947696839511,505.0,680.0,672.0,21.0,20.6,21.1,40.93,41.03,39.78,236.0,206.0,112.0,48.9,76.4,90.7
2022-07-16 20:00:00,101.0,18.2,18.2,8.9,54.58,0.0,0.0,0.0,0.0,20.9,6.5,295.3,1017.0,81.9,24.1,210,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,-11.384855463050615,281.0,505.0,680.0,19.8,21.0,20.6,43.11,40.93,41.03,361.0,236.0,206.0,88.8,48.9,76.4
2022-07-16 21:00:00,30.0,18.7,18.7,7.6,48.23,0.0,0.0,0.0,0.0,11.5,5.2,270.0,1016.3,48.9,15.5,37,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,-15.891970532251733,101.0,281.0,505.0,18.2,19.8,21.0,54.58,43.11,40.93,210.0,361.0,236.0,81.9,88.8,48.9
2022-07-17 07:00:00,28.0,11.4,11.4,10.1,91.71,0.0,0.0,0.0,0.0,34.2,18.4,260.7,1020.0,98.6,24.1,79,0.3,1,10,Overcast,cloudy,Summer,40.20406439665211,3.0,0.0,0.0,10.8,10.7,11.7,92.85,95.44,91.12,4.0,0.0,0.0,100.0,32.7,51.9
2022-07-17 08:00:00,105.0,12.1,12.1,10.0,86.99,0.0,0.0,0.0,0.0,38.9,21.2,275.7,1020.0,81.9,24.1,136,0.5,1,10,Partially cloudy,partly-cloudy-day,Summer,48.96389921428097,28.0,3.0,0.0,11.4,10.8,10.7,91.71,92.85,95.44,79.0,4.0,0.0,98.6,100.0,32.7
2022-07-17 09:00:00,307.0,12.4,12.4,10.3,86.7,1.664,100.0,0.0,0.0,41.4,12.4,289.0,1020.9,91.1,15.5,353,1.3,4,10,"Rain, Overcast",rain,Summer,56.162631169010595,105.0,28.0,3.0,12.1,11.4,10.8,86.99,91.71,92.85,136.0,79.0,4.0,81.9,98.6,100.0
2022-07-17 10:00:00,508.0,12.9,12.9,9.3,78.75,0.0,0.0,0.0,0.0,40.3,20.9,279.8,1021.0,99.6,20.0,252,0.9,3,10,Overcast,cloudy,Summer,60.37473247781185,307.0,105.0,28.0,12.4,12.1,11.4,86.7,86.99,91.71,353.0,136.0,79.0,91.1,81.9,98.6
2022-07-17 11:00:00,613.0,13.2,13.2,9.6,78.8,0.0,0.0,0.0,0.0,41.4,22.0,289.6,1021.0,94.3,24.1,92,0.3,1,10,Overcast,cloudy,Summer,60.18305423607488,508.0,307.0,105.0,12.9,12.4,12.1,78.75,86.7,86.99,252.0,353.0,136.0,99.6,91.1,81.9
2022-07-17 12:00:00,488.0,14.8,14.8,9.0,68.43,0.0,0.0,0.0,0.0,42.1,17.6,296.0,1022.4,85.5,15.5,337,1.2,3,10,Partially cloudy,partly-cloudy-day,Summer,55.664478491860606,613.0,508.0,307.0,13.2,12.9,12.4,78.8,78.75,86.7,92.0,252.0,353.0,94.3,99.6,91.1
2022-07-17 13:00:00,540.0,14.6,14.6,9.1,69.57,0.0,0.0,0.0,0.0,43.6,21.2,306.7,1022.0,90.4,18.9,554,2.0,6,10,Overcast,cloudy,Summer,48.28910375430962,488.0,613.0,508.0,14.8,13.2,12.9,68.43,78.8,78.75,337.0,92.0,252.0,85.5,94.3,99.6
2022-07-17 14:00:00,525.0,16.0,16.0,9.3,64.45,0.0,0.0,0.0,0.0,43.2,20.9,314.3,1022.0,90.8,18.9,426,1.5,4,10,Overcast,cloudy,Summer,39.442066783068704,540.0,488.0,613.0,14.6,14.8,13.2,69.57,68.43,78.8,554.0,337.0,92.0,90.4,85.5,94.3
2022-07-17 15:00:00,424.0,18.7,18.7,9.7,55.82,0.0,0.0,0.0,0.0,40.7,18.0,310.0,1023.1,80.0,10.0,849,3.1,8,10,Partially cloudy,partly-cloudy-day,Summer,29.978648643429764,525.0,540.0,488.0,16.0,14.6,14.8,64.45,69.57,68.43,426.0,554.0,337.0,90.8,90.4,85.5
2022-07-17 16:00:00,453.0,18.8,18.8,8.0,49.46,0.0,0.0,0.0,0.0,42.1,19.8,315.3,1022.0,83.7,23.1,536,1.9,5,10,Partially cloudy,partly-cloudy-day,Summer,20.41913039676514,424.0,525.0,540.0,18.7,16.0,14.6,55.82,64.45,69.57,849.0,426.0,554.0,80.0,90.8,90.4
2022-07-17 17:00:00,460.0,19.6,19.6,7.4,45.17,0.0,0.0,0.0,0.0,37.4,19.4,314.6,1022.0,47.9,24.1,229,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,11.139114757036559,453.0,424.0,525.0,18.8,18.7,16.0,49.46,55.82,64.45,536.0,849.0,426.0,83.7,80.0,90.8
2022-07-17 18:00:00,359.0,19.8,19.8,7.8,45.69,0.0,0.0,0.0,0.0,41.0,19.6,300.0,1022.6,57.8,32.2,537,1.9,5,10,Partially cloudy,partly-cloudy-day,Summer,2.4771336908584454,460.0,453.0,424.0,19.6,18.8,18.7,45.17,49.46,55.82,229.0,536.0,849.0,47.9,83.7,80.0
2022-07-17 19:00:00,189.0,18.3,18.3,7.9,50.68,0.0,0.0,0.0,0.0,41.0,20.5,311.6,1022.0,52.4,24.1,214,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,-5.215897221179841,359.0,460.0,453.0,19.8,19.6,18.8,45.69,45.17,49.46,537.0,229.0,536.0,57.8,47.9,83.7
2022-07-17 20:00:00,107.0,17.7,17.7,8.4,54.45,0.0,0.0,0.0,0.0,37.1,16.6,301.1,1023.0,75.2,24.1,206,0.7,2,10,Partially cloudy,partly-cloudy-day,Summer,-11.533960170053321,189.0,359.0,460.0,18.3,19.8,19.6,50.68,45.69,45.17,214.0,537.0,229.0,52.4,57.8,47.9
2022-07-17 21:00:00,30.0,17.5,17.5,9.4,59.07,0.222,100.0,0.0,0.0,31.3,9.2,308.0,1023.1,71.1,15.5,69,0.2,1,10,"Rain, Partially cloudy",rain,Summer,-16.052387410288194,107.0,189.0,359.0,17.7,18.3,19.8,54.45,50.68,45.69,206.0,214.0,537.0,75.2,52.4,57.8
2022-07-18 07:00:00,36.0,11.3,11.3,9.6,89.28,0.0,0.0,0.0,0.0,8.3,4.0,267.5,1025.0,62.4,24.1,25,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,40.061654760043496,2.0,0.0,0.0,10.5,10.4,10.9,88.44,91.65,90.46,1.0,0.0,0.0,62.2,3.0,4.2
2022-07-18 08:00:00,98.0,13.7,13.7,10.6,81.55,0.0,0.0,0.0,0.0,9.7,5.0,267.8,1025.0,72.0,24.1,225,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,48.81252528442234,36.0,2.0,0.0,11.3,10.5,10.4,89.28,88.44,91.65,25.0,1.0,0.0,62.4,62.2,3.0
2022-07-18 09:00:00,212.0,15.2,15.2,11.1,76.57,0.0,0.0,0.0,0.0,12.2,5.2,226.0,1025.0,57.7,10.0,385,1.4,4,10,Partially cloudy,partly-cloudy-day,Summer,55.99797324670002,98.0,36.0,2.0,13.7,11.3,10.5,81.55,89.28,88.44,225.0,25.0,1.0,72.0,62.4,62.2
2022-07-18 10:00:00,217.0,17.3,17.3,11.7,69.64,0.0,0.0,0.0,0.0,13.0,6.5,253.6,1025.0,54.6,24.1,543,2.0,5,10,Partially cloudy,partly-cloudy-day,Summer,60.20026141606169,212.0,98.0,36.0,15.2,13.7,11.3,76.57,81.55,89.28,385.0,225.0,25.0,57.7,72.0,62.4
2022-07-18 11:00:00,238.0,18.9,18.9,10.9,59.73,0.0,0.0,0.0,0.0,17.6,9.0,256.2,1024.0,62.1,24.1,681,2.5,7,10,Partially cloudy,partly-cloudy-day,Summer,60.01515440403862,217.0,212.0,98.0,17.3,15.2,13.7,69.64,76.57,81.55,543.0,385.0,225.0,54.6,57.7,72.0
2022-07-18 12:00:00,155.0,20.9,20.9,11.1,53.55,0.0,0.0,0.0,0.0,23.4,12.4,286.0,1024.1,62.2,15.5,788,2.8,8,10,Partially cloudy,partly-cloudy-day,Summer,55.516261942471644,238.0,217.0,212.0,18.9,17.3,15.2,59.73,69.64,76.57,681.0,543.0,385.0,62.1,54.6,57.7
2022-07-18 13:00:00,330.0,20.8,20.8,9.4,48.02,0.0,0.0,0.0,0.0,28.1,14.8,284.4,1024.0,90.4,24.1,856,3.1,9,10,Overcast,cloudy,Summer,48.15901486533487,155.0,238.0,217.0,20.9,18.9,17.3,53.55,59.73,69.64,788.0,681.0,543.0,62.2,62.1,54.6
2022-07-18 14:00:00,414.0,21.6,21.6,8.9,44.21,0.0,0.0,0.0,0.0,29.2,15.1,288.9,1024.0,97.3,24.1,841,3.0,8,10,Overcast,cloudy,Summer,39.32272470107226,330.0,155.0,238.0,20.8,20.9,18.9,48.02,53.55,59.73,856.0,788.0,681.0,90.4,62.2,62.1
2022-07-18 15:00:00,400.0,21.8,21.8,9.6,45.8,0.0,0.0,0.0,0.0,30.2,14.4,289.0,1023.4,76.6,15.5,831,3.0,8,10,Partially cloudy,partly-cloudy-day,Summer,29.86313908459563,414.0,330.0,155.0,21.6,20.8,20.9,44.21,48.02,53.55,841.0,856.0,788.0,97.3,90.4,62.2
2022-07-18 16:00:00,529.0,22.2,22.2,8.2,40.65,0.0,0.0,0.0,0.0,31.0,15.1,291.7,1023.0,84.2,24.1,778,2.8,8,10,Partially cloudy,partly-cloudy-day,Summer,20.302060565860728,400.0,414.0,330.0,21.8,21.6,20.8,45.8,44.21,48.02,831.0,841.0,856.0,76.6,97.3,90.4
2022-07-18 17:00:00,635.0,22.4,22.4,8.8,41.82,0.0,0.0,0.0,0.0,28.4,13.7,303.0,1023.0,79.0,24.1,666,2.4,7,10,Partially cloudy,partly-cloudy-day,Summer,11.016313788303126,529.0,400.0,414.0,22.2,21.8,21.6,40.65,45.8,44.21,778.0,831.0,841.0,84.2,76.6,97.3
2022-07-18 18:00:00,343.0,23.3,23.3,9.3,40.82,0.0,0.0,0.0,0.0,28.1,10.8,296.0,1022.6,62.2,15.5,443,1.6,4,10,Partially cloudy,partly-cloudy-day,Summer,2.3453923878735723,635.0,529.0,400.0,22.4,22.2,21.8,41.82,40.65,45.8,666.0,778.0,831.0,79.0,84.2,76.6
2022-07-18 19:00:00,136.0,21.9,21.9,9.8,46.11,0.0,0.0,0.0,0.0,25.6,11.9,309.7,1022.0,47.9,24.1,287,1.0,3,10,Partially cloudy,partly-cloudy-day,Summer,-5.358960258735385,343.0,635.0,529.0,23.3,22.4,22.2,40.82,41.82,40.65,443.0,666.0,778.0,62.2,79.0,84.2
2022-07-18 20:00:00,96.0,20.8,20.8,11.0,53.44,0.0,0.0,0.0,0.0,22.0,7.9,300.8,1022.0,68.0,24.1,206,0.7,2,10,Partially cloudy,partly-cloudy-day,Summer,-11.689284531142157,136.0,343.0,635.0,21.9,23.3,22.4,46.11,40.82,41.82,287.0,443.0,666.0,47.9,62.2,79.0
2022-07-18 21:00:00,21.0,20.9,20.9,10.2,50.41,0.0,0.0,0.0,0.0,13.7,7.2,317.0,1022.7,68.9,15.5,66,0.2,1,10,Partially cloudy,partly-cloudy-day,Summer,-16.219035823534554,96.0,136.0,343.0,20.8,21.9,23.3,53.44,46.11,40.82,206.0,287.0,443.0,68.0,47.9,62.2
2022-07-19 07:00:00,37.0,15.5,15.5,12.7,83.4,0.0,0.0,0.0,0.0,7.2,4.0,234.5,1022.0,97.8,24.1,54,0.2,1,10,Overcast,cloudy,Summer,39.91592820663983,3.0,0.0,0.0,14.0,14.7,14.7,84.41,85.53,84.97,3.0,0.0,0.0,91.1,95.1,99.9
2022-07-19 08:00:00,104.0,17.0,17.0,13.1,77.81,0.0,0.0,0.0,0.0,8.6,4.7,240.8,1022.0,86.4,24.1,65,0.2,1,10,Partially cloudy,partly-cloudy-day,Summer,48.65734152170976,37.0,3.0,0.0,15.5,14.0,14.7,83.4,84.41,85.53,54.0,3.0,0.0,97.8,91.1,95.1
2022-07-19 09:00:00,273.0,17.1,17.1,12.5,74.19,0.0,0.0,0.0,0.0,15.1,2.0,270.0,1022.9,91.1,15.5,133,0.5,1,10,Overcast,cloudy,Summer,55.82871968625216,104.0,37.0,3.0,17.0,15.5,14.0,77.81,83.4,84.41,65.0,54.0,3.0,86.4,97.8,91.1
2022-07-19 10:00:00,418.0,19.7,19.7,13.8,68.75,0.0,0.0,0.0,0.0,17.3,9.0,243.3,1023.0,83.7,24.1,118,0.4,1,10,Partially cloudy,partly-cloudy-day,Summer,60.02025194219804,273.0,104.0,37.0,17.1,17.0,15.5,74.19,77.81,83.4,133.0,65.0,54.0,91.1,86.4,97.8
2022-07-19 11:00:00,644.0,20.4,20.4,13.8,65.84,0.0,0.0,0.0,0.0,19.1,9.7,250.0,1023.0,95.2,24.1,502,1.8,5,10,Overcast,cloudy,Summer,59.841009268620944,418.0,273.0,104.0,19.7,17.1,17.0,68.75,74.19,77.81,118.0,133.0,65.0,83.7,91.1,86.4
2022-07-19 12:00:00,702.0,22.6,22.6,12.1,51.55,0.0,0.0,0.0,0.0,21.2,8.8,280.0,1022.1,73.3,15.5,129,0.5,1,10,Partially cloudy,partly-cloudy-day,Summer,55.36164057511573,644.0,418.0,273.0,20.4,19.7,17.1,65.84,68.75,74.19,502.0,118.0,133.0,95.2,83.7,91.1
2022-07-19 13:00:00,481.0,22.7,22.7,13.0,54.29,0.0,0.0,0.0,0.0,23.8,11.9,281.6,1022.0,95.9,24.1,826,3.0,8,10,Overcast,cloudy,Summer,48.02270751511632,702.0,644.0,418.0,22.6,20.4,19.7,51.55,65.84,68.75,129.0,502.0,118.0,73.3,95.2,83.7
2022-07-19 14:00:00,379.0,23.4,23.4,12.1,49.05,0.0,0.0,0.0,0.0,23.4,10.4,309.6,1022.0,97.4,24.1,222,0.8,2,10,Overcast,cloudy,Summer,39.19738858870444,481.0,702.0,644.0,22.7,22.6,20.4,54.29,51.55,65.84,826.0,129.0,502.0,95.9,73.3,95.2
2022-07-19 15:00:00,527.0,23.8,23.8,11.6,46.33,0.0,0.0,0.0,0.0,25.2,7.2,303.0,1021.7,85.5,15.5,160,0.6,2,10,Partially cloudy,partly-cloudy-day,Summer,29.74177500744852,379.0,481.0,702.0,23.4,22.7,22.6,49.05,54.29,51.55,222.0,826.0,129.0,97.4,95.9,73.3
2022-07-19 16:00:00,696.0,23.8,23.8,11.1,44.82,0.0,0.0,0.0,0.0,21.6,10.8,303.6,1022.0,97.2,24.1,670,2.4,7,10,Overcast,cloudy,Summer,20.17917916608841,527.0,379.0,481.0,23.8,23.4,22.7,46.33,49.05,54.29,160.0,222.0,826.0,85.5,97.4,95.9
2022-07-19 17:00:00,580.0,21.9,21.9,13.7,59.66,0.2,100.0,0.0,0.0,20.2,7.2,343.6,1021.0,97.2,24.1,635,2.3,6,10,"Rain, Overcast",rain,Summer,10.887664307873441,696.0,527.0,379.0,23.8,23.8,23.4,44.82,46.33,49.05,670.0,160.0,222.0,97.2,85.5,97.4
2022-07-19 18:00:00,431.0,24.2,24.2,12.9,49.28,0.0,0.0,0.0,0.0,13.7,5.2,279.0,1020.9,62.3,32.2,226,0.8,2,10,Partially cloudy,partly-cloudy-day,Summer,2.2077189841207563,580.0,696.0,527.0,21.9,23.8,23.8,59.66,44.82,46.33,635.0,670.0,160.0,97.2,97.2,85.5
2022-07-19 19:00:00,237.0,21.4,21.4,14.8,66.05,0.0,0.0,0.0,0.0,10.1,4.0,53.2,1021.0,85.3,24.1,362,1.3,4,10,Partially cloudy,partly-cloudy-day,Summer,-5.508104370297096,431.0,580.0,696.0,24.2,21.9,23.8,49.28,59.66,44.82,226.0,635.0,670.0,62.3,97.2,97.2
2022-07-19 20:00:00,98.0,20.7,20.7,15.8,73.52,0.0,0.0,0.0,0.0,7.6,2.5,109.5,1021.0,75.0,24.1,193,0.7,2,10,Partially cloudy,partly-cloudy-day,Summer,-11.850788636461585,237.0,431.0,580.0,21.4,24.2,21.9,66.05,49.28,59.66,362.0,226.0,635.0,85.3,62.3,97.2
2022-07-19 21:00:00,23.0,22.3,22.3,14.1,59.68,0.0,0.0,0.0,0.0,5.0,2.0,180.0,1020.7,40.0,15.5,20,0.1,0,10,Partially cloudy,partly-cloudy-day,Summer,-16.391868415825662,98.0,237.0,431.0,20.7,21.4,24.2,73.52,66.05,49.28,193.0,362.0,226.0,75.0,85.3,62.3
2022-07-20 07:00:00,13.0,17.3,17.3,13.8,79.91,0.0,0.0,0.0,0.0,6.8,4.0,226.7,1021.0,49.7,24.1,56,0.2,1,10,Partially cloudy,partly-cloudy-day,Summer,39.76693936316344,0.0,0.0,0.0,12.8,16.3,16.4,90.27,82.96,82.43,3.0,0.0,0.0,30.0,78.7,80.0
2022-07-20 08:00:00,44.0,19.6,19.6,14.4,71.92,0.0,0.0,0.0,0.0,10.1,5.4,238.1,1020.0,92.8,24.1,177,0.6,2,10,Overcast,cloudy,Summer,48.498396939145366,13.0,0.0,0.0,17.3,12.8,16.3,79.91,90.27,82.96,56.0,3.0,0.0,49.7,30.0,78.7
2022-07-20 09:00:00,133.0,19.9,19.9,13.7,67.46,0.0,0.0,0.0,0.0,17.6,5.6,253.0,1020.5,35.5,15.5,315,1.1,3,10,Partially cloudy,partly-cloudy-day,Summer,55.654922902870766,44.0,13.0,0.0,19.6,17.3,12.8,71.92,79.91,90.27,177.0,56.0,3.0,92.8,49.7,30.0
2022-07-20 10:00:00,222.0,23.3,23.3,14.3,56.97,0.0,0.0,0.0,0.0,23.4,12.2,275.0,1020.0,62.3,24.1,520,1.9,5,10,Partially cloudy,partly-cloudy-day,Summer,59.83476660043525,133.0,44.0,13.0,19.9,19.6,17.3,67.46,71.92,79.91,315.0,177.0,56.0,35.5,92.8,49.7
2022-07-20 11:00:00,476.0,25.1,25.1,14.2,50.81,0.0,0.0,0.0,0.0,26.3,13.7,294.5,1020.0,1.8,24.1,648,2.3,6,10,Clear,clear-day,Summer,59.660674736756654,222.0,133.0,44.0,23.3,19.9,19.6,56.97,67.46,71.92,520.0,315.0,177.0,62.3,35.5,92.8
2022-07-20 12:00:00,522.0,25.8,25.8,13.1,45.25,0.0,0.0,0.0,0.0,31.0,10.8,321.0,1019.5,30.0,15.5,778,2.8,8,10,Partially cloudy,partly-cloudy-day,Summer,55.20064721652674,476.0,222.0,133.0,25.1,23.3,19.9,50.81,56.97,67.46,648.0,520.0,315.0,1.8,62.3,35.5
2022-07-20 13:00:00,242.0,27.8,27.5,13.5,41.4,0.0,0.0,0.0,0.0,37.1,19.4,310.4,1019.0,9.8,24.1,844,3.0,8,10,Clear,clear-day,Summer,47.880194420528646,522.0,476.0,222.0,25.8,25.1,23.3,45.25,50.81,56.97,778.0,648.0,520.0,30.0,1.8,62.3
2022-07-20 14:00:00,257.0,28.5,27.8,12.3,36.74,0.0,0.0,0.0,0.0,41.8,22.0,314.5,1018.0,16.6,24.1,866,3.1,9,10,Clear,clear-day,Summer,39.066062666287834,242.0,522.0,476.0,27.8,25.8,25.1,41.4,45.25,50.81,844.0,778.0,648.0,9.8,30.0,1.8
2022-07-20 15:00:00,434.0,27.9,27.2,10.8,34.37,0.0,0.0,0.0,0.0,42.5,16.4,347.0,1018.7,30.0,32.2,841,3.0,8,10,Partially cloudy,partly-cloudy-day,Summer,29.61456233043251,257.0,242.0,522.0,28.5,27.8,25.8,36.74,41.4,45.25,866.0,844.0,778.0,16.6,9.8,30.0
2022-07-20 16:00:00,312.0,28.9,27.9,10.7,32.29,0.0,0.0,0.0,0.0,41.4,21.6,322.9,1019.0,0.0,24.1,769,2.8,8,10,Clear,clear-day,Summer,20.05049140870433,434.0,257.0,242.0,27.9,28.5,27.8,34.37,36.74,41.4,841.0,866.0,844.0,30.0,16.6,9.8
2022-07-20 17:00:00,168.0,28.7,27.8,11.2,33.77,0.0,0.0,0.0,0.0,41.0,21.6,326.7,1018.0,0.0,24.1,660,2.4,7,10,Clear,clear-day,Summer,10.753158453314382,312.0,434.0,257.0,28.9,27.9,28.5,32.29,34.37,36.74,769.0,841.0,866.0,0.0,30.0,16.6
2022-07-20 18:00:00,214.0,28.2,27.4,10.5,33.25,0.0,0.0,0.0,0.0,41.0,14.4,339.0,1017.7,30.0,32.2,520,1.9,5,10,Partially cloudy,partly-cloudy-day,Summer,2.0640917157980154,168.0,312.0,434.0,28.7,28.9,27.9,33.77,32.29,34.37,660.0,769.0,841.0,0.0,0.0,30.0
2022-07-20 19:00:00,185.0,27.2,26.9,11.6,37.85,0.0,0.0,0.0,0.0,40.7,20.2,339.7,1017.0,0.0,24.1,358,1.3,4,3,Clear,clear-day,Summer,-5.663295168027188,214.0,168.0,312.0,28.2,28.7,28.9,33.25,33.77,32.29,520.0,660.0,769.0,30.0,0.0,0.0
2022-07-20 20:00:00,102.0,25.9,25.9,12.0,41.96,0.0,0.0,0.0,0.0,37.1,16.2,343.9,1018.0,15.9,24.1,200,0.7,2,5,Clear,clear-day,Summer,-12.018430266481644,185.0,214.0,168.0,27.2,28.2,28.7,37.85,33.25,33.77,358.0,520.0,660.0,0.0,30.0,0.0
2022-07-20 21:00:00,22.0,24.7,24.7,11.5,43.74,0.0,0.0,0.0,0.0,29.2,10.8,356.0,1017.9,30.0,15.5,56,0.2,1,5,Partially cloudy,partly-cloudy-day,Summer,-16.570835088068645,102.0,185.0,214.0,25.9,27.2,28.2,41.96,37.85,33.25,200.0,358.0,520.0,15.9,0.0,30.0
