time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20161115:0200,13.09,74.3,168.05,1014.27,56.85,296.0,2.0,48.0,97591.0
20161115:0300,16.75,60.2,371.6,924.1,85.45,299.6,1.52,50.0,97677.0
20161115:0400,20.9,44.75,549.0,933.96,101.9,307.6,1.93,51.0,97725.0
20161115:0500,23.69,36.7,673.85,928.88,111.6,316.8,2.55,48.0,97696.0
20161115:0600,25.12,31.1,730.65,903.67,115.45,324.4,2.62,44.0,97619.0
20161115:0700,25.94,31.2,718.75,864.05,113.9,332.6,2.21,48.0,97514.0
20161115:0800,26.55,29.0,635.75,798.1,107.65,333.8,2.0,36.0,97427.0
20161115:0900,26.88,27.85,490.6,694.81,95.65,334.8,2.14,25.0,97399.0
20161115:1000,26.8,27.2,299.2,518.33,78.1,334.4,2.41,23.0,97360.0
20161115:1100,26.25,27.8,99.6,238.02,41.1,332.6,2.48,25.0,97332.0
20161115:1200,24.46,33.1,1.25,0.0,1.25,329.0,2.28,22.0,97351.0
20161115:1300,22.09,39.1,0.0,0.0,0.0,321.8,2.55,16.0,97389.0
20161115:1400,20.49,43.65,0.0,0.0,0.0,318.8,2.48,9.0,97427.0
20161115:1500,19.38,47.0,0.0,0.0,0.0,315.4,2.34,7.0,97495.0
20161115:1600,18.36,50.35,0.0,0.0,0.0,313.0,2.34,7.0,97523.0
20161115:1700,17.42,53.4,0.0,0.0,0.0,310.4,2.48,7.0,97533.0
20161115:1800,16.66,55.55,0.0,0.0,0.0,308.8,2.48,12.0,97552.0
20161115:1900,15.86,59.65,0.0,0.0,0.0,306.4,2.41,15.0,97533.0
20161115:2000,15.3,61.15,0.0,0.0,0.0,304.6,2.41,21.0,97543.0
20161115:2100,14.78,62.65,0.0,0.0,0.0,302.6,2.41,25.0,97504.0
20161115:2200,14.34,64.15,0.0,0.0,0.0,301.2,2.34,32.0,97504.0
20161115:2300,13.92,66.1,0.0,0.0,0.0,300.0,2.34,38.0,97514.0
20161116:0000,13.52,68.3,0.0,0.0,0.0,298.8,2.34,43.0,97533.0
20161116:0100,13.15,70.85,0.0,0.0,0.0,297.8,2.28,48.0,97591.0
20161116:0200,13.07,73.45,165.3,1026.67,55.8,296.8,2.14,53.0,97639.0
20161116:0300,16.63,61.0,368.2,926.37,84.3,300.2,1.79,60.0,97744.0
20161116:0400,20.9,47.2,545.15,934.67,100.8,308.4,2.0,68.0,97782.0
20161116:0500,23.99,39.1,669.75,929.19,110.4,318.2,2.34,75.0,97773.0
20161116:0600,25.79,32.95,727.4,905.25,114.05,327.4,2.41,79.0,97725.0
20161116:0700,26.81,30.3,715.2,864.11,112.95,335.4,2.07,89.0,97619.0
20161116:0800,27.42,28.0,632.9,798.69,106.65,337.6,1.79,83.0,97514.0
20161116:0900,27.69,26.8,488.45,695.29,94.95,338.4,1.59,72.0,97437.0
20161116:1000,27.63,26.3,298.8,525.85,75.6,338.0,1.66,57.0,97427.0
20161116:1100,27.16,26.95,99.45,247.28,39.1,336.0,1.72,47.0,97408.0
20161116:1200,25.55,32.5,1.15,0.0,1.15,331.6,2.14,33.0,97447.0
20161116:1300,23.0,38.95,0.0,0.0,0.0,325.8,2.62,29.0,97495.0
20161116:1400,21.14,44.1,0.0,0.0,0.0,323.0,2.55,28.0,97543.0
20161116:1500,19.97,47.5,0.0,0.0,0.0,319.6,2.48,29.0,97600.0
20161116:1600,18.94,50.75,0.0,0.0,0.0,316.6,2.41,34.0,97639.0
20161116:1700,17.94,53.95,0.0,0.0,0.0,313.8,2.41,38.0,97687.0
20161116:1800,17.02,56.95,0.0,0.0,0.0,310.6,2.41,40.0,97658.0
20161116:1900,15.88,63.85,0.0,0.0,0.0,307.8,2.21,48.0,97667.0
20161116:2000,15.03,67.4,0.0,0.0,0.0,305.0,2.14,48.0,97658.0
20161116:2100,14.32,70.35,0.0,0.0,0.0,303.6,2.21,52.0,97648.0
20161116:2200,13.75,72.85,0.0,0.0,0.0,301.2,2.07,61.0,97639.0
20161116:2300,13.22,75.2,0.0,0.0,0.0,300.0,2.0,74.0,97648.0
20161117:0000,12.71,77.35,0.0,0.0,0.0,298.2,1.93,85.0,97658.0
20161117:0100,12.21,79.7,0.0,0.0,0.0,296.6,1.86,92.0,97696.0
20161117:0200,12.0,82.35,162.85,1038.75,55.15,295.4,1.66,89.0,97754.0
20161117:0300,16.05,66.5,365.4,928.81,83.7,299.2,0.9,81.0,97840.0
20161117:0400,20.99,45.55,541.95,935.97,100.05,307.8,1.03,79.0,97869.0
20161117:0500,24.16,35.9,666.25,929.78,109.6,318.8,1.31,88.0,97859.0
20161117:0600,25.83,32.0,725.0,906.43,113.75,328.0,1.17,89.0,97802.0
20161117:0700,26.85,29.5,713.05,865.26,112.6,335.2,0.69,88.0,97696.0
20161117:0800,27.49,27.75,630.95,799.42,106.4,337.4,0.55,47.0,97581.0
20161117:0900,27.82,26.8,487.0,696.12,94.7,338.6,0.83,23.0,97514.0
20161117:1000,27.83,25.95,297.9,526.83,75.35,337.8,1.1,13.0,97447.0
20161117:1100,27.38,26.35,98.75,247.5,38.75,334.8,1.45,16.0,97466.0
20161117:1200,25.84,31.25,1.05,0.0,1.05,329.6,1.93,19.0,97447.0
20161117:1300,23.38,36.65,0.0,0.0,0.0,322.6,2.34,24.0,97437.0
20161117:1400,21.36,41.6,0.0,0.0,0.0,318.4,2.34,28.0,97533.0
20161117:1500,19.89,45.1,0.0,0.0,0.0,314.6,2.21,32.0,97533.0
20161117:1600,18.55,48.7,0.0,0.0,0.0,311.2,1.93,34.0,97571.0
20161117:1700,17.13,53.35,0.0,0.0,0.0,308.2,1.72,33.0,97591.0
20161117:1800,16.16,55.75,0.0,0.0,0.0,305.4,1.66,26.0,97571.0
20161117:1900,15.41,59.25,0.0,0.0,0.0,303.0,1.59,36.0,97571.0
20161117:2000,14.95,60.15,0.0,0.0,0.0,300.8,1.45,37.0,97562.0
20161117:2100,15.08,58.8,0.0,0.0,0.0,298.6,1.24,48.0,97552.0
20161117:2200,15.66,55.85,0.0,0.0,0.0,296.6,0.9,66.0,97514.0
20161117:2300,15.46,56.3,0.0,0.0,0.0,295.0,0.76,94.0,97523.0
20161118:0000,15.08,57.55,0.0,0.0,0.0,293.4,0.69,109.0,97543.0
20161118:0100,14.67,59.1,0.0,0.0,0.0,292.2,0.9,126.0,97571.0
20161118:0200,13.43,65.65,163.05,1076.77,54.6,291.4,1.17,130.0,97639.0
20161118:0300,16.98,54.75,367.85,949.07,83.0,295.0,0.48,120.0,97677.0
20161118:0400,21.36,40.6,546.4,953.56,99.3,302.6,0.62,116.0,97687.0
20161118:0500,24.39,32.05,672.15,946.35,108.65,312.4,0.55,121.0,97696.0
20161118:0600,25.98,27.45,732.55,923.18,112.9,321.0,0.28,294.0,97600.0
20161118:0700,27.17,24.55,720.35,880.52,111.9,325.8,0.76,278.0,97485.0
20161118:0800,27.97,22.5,637.25,813.01,105.95,328.4,0.9,284.0,97351.0
20161118:0900,28.39,21.35,491.6,707.91,94.3,329.4,1.1,292.0,97284.0
20161118:1000,28.38,20.8,300.4,535.56,75.2,329.8,1.17,301.0,97207.0
20161118:1100,27.87,21.6,99.1,250.96,38.65,328.2,1.03,310.0,97207.0
20161118:1200,26.52,25.4,1.0,0.0,1.0,323.4,0.62,317.0,97207.0
20161118:1300,24.23,34.3,0.0,0.0,0.0,317.4,0.21,317.0,97216.0
20161118:1400,23.32,31.2,0.0,0.0,0.0,313.8,0.07,173.0,97274.0
20161118:1500,22.02,34.2,0.0,0.0,0.0,311.4,0.48,188.0,97274.0
20161118:1600,20.56,38.1,0.0,0.0,0.0,308.8,0.97,197.0,97341.0
20161118:1700,18.18,45.35,0.0,0.0,0.0,306.4,1.38,202.0,97303.0
20161118:1800,15.97,53.05,0.0,0.0,0.0,303.8,1.79,208.0,97293.0
20161118:1900,14.81,59.9,0.0,0.0,0.0,302.6,2.55,210.0,97245.0
20161118:2000,14.32,62.05,0.0,0.0,0.0,301.0,2.48,214.0,97245.0
20161118:2100,14.0,63.65,0.0,0.0,0.0,299.4,2.48,217.0,97216.0
20161118:2200,13.57,66.3,0.0,0.0,0.0,298.0,2.34,222.0,97236.0
20161118:2300,13.06,69.55,0.0,0.0,0.0,297.2,2.14,224.0,97178.0
20161119:0000,12.71,71.9,0.0,0.0,0.0,296.0,1.93,226.0,97245.0
20161119:0100,12.52,73.35,0.0,0.0,0.0,295.0,1.79,222.0,97226.0
20161119:0200,12.46,75.45,159.75,1083.22,53.85,294.2,1.72,215.0,97293.0
20161119:0300,16.47,65.05,363.8,947.15,82.5,297.6,0.97,207.0,97332.0
20161119:0400,21.76,43.1,541.75,951.25,98.8,304.8,1.45,208.0,97380.0
20161119:0500,24.93,34.15,667.15,943.88,108.15,314.6,1.93,215.0,97380.0
20161119:0600,26.91,28.05,726.5,919.6,112.1,324.0,2.07,230.0,97322.0
20161119:0700,27.95,24.9,714.35,876.5,111.2,330.6,1.86,232.0,97207.0
20161119:0800,28.67,22.75,632.15,809.4,105.3,333.8,1.79,246.0,97092.0
20161119:0900,29.02,21.7,487.95,705.01,93.85,335.4,1.72,255.0,97015.0
20161119:1000,28.96,21.4,297.9,533.03,74.75,335.2,1.72,256.0,96938.0
20161119:1100,28.39,22.55,97.8,248.72,38.25,333.0,1.45,247.0,96938.0
20161119:1200,26.7,27.4,0.9,0.0,0.9,328.2,1.86,222.0,96948.0
20161119:1300,23.98,33.4,0.0,0.0,0.0,321.8,2.28,212.0,97015.0
20161119:1400,21.71,39.35,0.0,0.0,0.0,318.2,2.34,209.0,97063.0
20161119:1500,20.15,43.55,0.0,0.0,0.0,314.6,2.34,210.0,97121.0
20161119:1600,19.02,46.45,0.0,0.0,0.0,311.6,2.41,212.0,97130.0
20161119:1700,17.95,49.3,0.0,0.0,0.0,309.4,2.34,215.0,97149.0
20161119:1800,16.91,52.5,0.0,0.0,0.0,307.0,2.28,215.0,97140.0
20161119:1900,16.03,57.7,0.0,0.0,0.0,305.8,2.41,207.0,97111.0
20161119:2000,15.34,60.55,0.0,0.0,0.0,303.2,2.41,199.0,97121.0
20161119:2100,14.71,62.95,0.0,0.0,0.0,301.8,2.48,192.0,97101.0
20161119:2200,14.22,64.8,0.0,0.0,0.0,299.6,2.48,187.0,97063.0
20161119:2300,13.8,66.45,0.0,0.0,0.0,297.8,2.41,184.0,97111.0
20161120:0000,13.44,67.8,0.0,0.0,0.0,295.8,2.41,184.0,97130.0
20161120:0100,13.01,69.9,0.0,0.0,0.0,294.4,2.34,184.0,97207.0
20161120:0200,12.69,73.9,157.55,1098.9,53.35,293.2,2.0,187.0,97293.0
20161120:0300,16.64,64.3,360.9,948.86,82.05,296.6,1.03,199.0,97380.0
20161120:0400,21.96,42.55,538.5,951.87,98.3,305.4,1.03,207.0,97437.0
20161120:0500,25.22,33.5,664.65,945.56,107.65,315.8,1.17,204.0,97408.0
20161120:0600,27.21,26.3,725.9,923.19,111.9,324.8,1.1,185.0,97322.0
20161120:0700,28.27,22.5,714.25,880.17,111.05,329.4,1.24,170.0,97216.0
20161120:0800,28.96,20.55,631.95,812.54,105.1,332.6,1.1,174.0,97111.0
20161120:0900,29.27,19.55,487.5,707.38,93.6,333.8,1.03,179.0,97044.0
20161120:1000,29.19,19.2,297.45,534.56,74.6,334.0,0.9,180.0,96996.0
20161120:1100,28.61,20.6,97.25,249.1,37.95,331.6,0.69,174.0,96996.0
20161120:1200,27.15,24.9,0.85,0.0,0.85,326.6,0.97,179.0,97015.0
20161120:1300,23.98,33.9,0.0,0.0,0.0,320.4,1.24,191.0,97073.0
20161120:1400,21.38,38.75,0.0,0.0,0.0,316.8,1.45,206.0,97121.0
20161120:1500,19.63,42.65,0.0,0.0,0.0,313.0,1.59,227.0,97178.0
20161120:1600,18.34,45.85,0.0,0.0,0.0,310.2,1.72,238.0,97207.0
20161120:1700,17.12,49.7,0.0,0.0,0.0,307.2,1.93,226.0,97216.0
20161120:1800,15.84,54.4,0.0,0.0,0.0,304.8,2.14,210.0,97245.0
20161120:1900,15.06,61.25,0.0,0.0,0.0,304.4,2.07,210.0,97236.0
20161120:2000,14.73,63.1,0.0,0.0,0.0,303.0,1.79,205.0,97216.0
20161120:2100,14.79,63.0,0.0,0.0,0.0,301.0,1.59,197.0,97197.0
20161120:2200,14.52,64.35,0.0,0.0,0.0,299.4,1.52,186.0,97188.0
20161120:2300,13.51,69.1,0.0,0.0,0.0,297.8,1.66,174.0,97207.0
20161121:0000,12.53,74.35,0.0,0.0,0.0,296.2,1.86,167.0,97216.0
20161121:0100,11.93,78.35,0.0,0.0,0.0,294.6,1.93,164.0,97284.0
20161121:0200,11.87,80.6,154.3,1105.06,52.75,293.4,1.72,161.0,97360.0
20161121:0300,16.9,61.25,356.8,945.88,81.75,297.0,0.69,165.0,97418.0
20161121:0400,21.49,46.45,534.05,949.16,98.1,305.8,0.97,173.0,97466.0
20161121:0500,24.66,37.7,659.3,941.64,107.55,316.0,1.24,188.0,97447.0
20161121:0600,26.57,30.7,719.7,918.59,111.5,325.6,1.31,200.0,97418.0
20161121:0700,27.82,26.2,708.0,875.37,110.5,332.0,1.1,214.0,97332.0
20161121:0800,28.54,23.65,626.5,807.94,104.6,335.6,1.17,239.0,97226.0
20161121:0900,28.85,22.3,483.35,703.26,93.2,336.6,1.1,246.0,97159.0
20161121:1000,28.76,21.75,294.75,531.3,74.15,335.8,1.1,243.0,97082.0
20161121:1100,28.23,22.85,95.95,246.63,37.55,332.4,1.03,237.0,97082.0
20161121:1200,26.71,27.35,0.75,0.0,0.75,327.2,1.24,231.0,97092.0
20161121:1300,23.79,34.55,0.0,0.0,0.0,320.8,1.31,227.0,97130.0
20161121:1400,21.02,42.25,0.0,0.0,0.0,317.4,1.52,216.0,97207.0
20161121:1500,19.05,47.1,0.0,0.0,0.0,313.6,1.79,211.0,97245.0
20161121:1600,17.62,51.15,0.0,0.0,0.0,310.8,2.0,218.0,97303.0
20161121:1700,16.5,54.4,0.0,0.0,0.0,308.0,2.14,227.0,97293.0
20161121:1800,15.67,56.8,0.0,0.0,0.0,306.0,2.21,228.0,97274.0
20161121:1900,15.21,62.25,0.0,0.0,0.0,306.2,2.48,235.0,97245.0
20161121:2000,14.78,64.0,0.0,0.0,0.0,304.2,2.41,235.0,97216.0
20161121:2100,14.3,66.5,0.0,0.0,0.0,303.4,2.28,229.0,97188.0
20161121:2200,13.79,69.3,0.0,0.0,0.0,301.8,2.28,222.0,97159.0
20161121:2300,13.38,71.8,0.0,0.0,0.0,301.4,2.28,216.0,97178.0
20161122:0000,12.98,74.35,0.0,0.0,0.0,300.8,2.28,215.0,97207.0
20161122:0100,12.58,77.25,0.0,0.0,0.0,299.8,2.14,221.0,97264.0
20161122:0200,12.45,79.95,150.5,1107.49,51.95,298.8,1.93,226.0,97351.0
20161122:0300,16.19,70.85,351.55,940.16,81.05,302.2,1.17,227.0,97418.0
20161122:0400,21.63,46.2,528.2,944.16,97.5,310.0,1.31,228.0,97456.0
20161122:0500,24.85,37.0,653.55,937.94,106.85,320.4,1.52,237.0,97495.0
20161122:0600,26.91,31.35,714.3,915.08,111.1,330.0,1.66,260.0,97418.0
20161122:0700,28.1,27.4,704.0,873.22,110.3,335.6,1.59,268.0,97341.0
20161122:0800,28.81,24.7,623.9,807.17,104.4,338.8,1.66,280.0,97216.0
20161122:0900,29.19,22.95,481.5,702.89,92.95,339.0,1.72,291.0,97140.0
20161122:1000,29.14,22.0,293.15,529.95,73.95,337.8,1.72,296.0,97092.0
20161122:1100,28.55,23.0,94.95,244.69,37.3,335.2,1.24,289.0,97063.0
20161122:1200,27.04,27.15,0.8,0.0,0.8,330.0,1.31,239.0,97092.0
20161122:1300,24.23,33.3,0.0,0.0,0.0,323.6,2.07,210.0,97111.0
20161122:1400,21.66,40.75,0.0,0.0,0.0,320.8,2.69,204.0,97188.0
20161122:1500,19.74,47.05,0.0,0.0,0.0,317.8,2.69,208.0,97236.0
20161122:1600,18.78,50.1,0.0,0.0,0.0,315.2,2.76,215.0,97274.0
20161122:1700,18.11,52.85,0.0,0.0,0.0,312.8,2.76,222.0,97274.0
20161122:1800,17.55,55.6,0.0,0.0,0.0,310.0,2.69,232.0,97264.0
20161122:1900,16.99,61.05,0.0,0.0,0.0,308.4,2.62,247.0,97207.0
20161122:2000,16.44,63.65,0.0,0.0,0.0,306.0,2.48,260.0,97178.0
20161122:2100,15.84,66.3,0.0,0.0,0.0,303.6,2.48,274.0,97159.0
20161122:2200,15.17,69.0,0.0,0.0,0.0,301.8,2.41,282.0,97149.0
20161122:2300,14.31,72.7,0.0,0.0,0.0,299.4,2.0,279.0,97121.0
20161123:0000,13.82,74.75,0.0,0.0,0.0,297.2,1.66,262.0,97130.0
20161123:0100,13.19,77.8,0.0,0.0,0.0,295.2,1.66,246.0,97188.0
20161123:0200,12.91,80.0,148.45,1127.85,51.35,294.4,1.59,236.0,97274.0
20161123:0300,16.76,65.2,349.4,943.7,80.75,298.8,0.69,211.0,97351.0
20161123:0400,20.93,49.35,526.15,946.62,97.25,305.6,0.62,203.0,97447.0
20161123:0500,23.98,39.3,651.7,939.9,106.7,316.0,0.48,194.0,97408.0
20161123:0600,26.05,33.3,713.2,917.92,110.75,325.0,0.21,234.0,97351.0
20161123:0700,27.43,28.5,702.7,875.26,109.9,331.2,0.97,254.0,97255.0
20161123:0800,28.16,25.95,622.35,808.4,103.9,333.8,1.03,259.0,97159.0
20161123:0900,28.53,24.35,479.75,702.87,92.55,334.8,1.1,263.0,97101.0
20161123:1000,28.46,23.95,291.75,529.56,73.5,334.2,1.1,270.0,97063.0
20161123:1100,28.0,24.5,94.1,243.91,36.9,332.0,0.83,281.0,97082.0
20161123:1200,26.67,28.2,0.75,0.0,0.75,327.2,0.41,284.0,97111.0
20161123:1300,24.96,31.5,0.0,0.0,0.0,321.6,0.41,137.0,97178.0
20161123:1400,21.22,42.65,0.0,0.0,0.0,318.4,1.45,135.0,97216.0
20161123:1500,18.92,48.8,0.0,0.0,0.0,315.8,2.0,141.0,97264.0
20161123:1600,17.45,53.9,0.0,0.0,0.0,312.8,2.07,146.0,97303.0
20161123:1700,16.38,58.0,0.0,0.0,0.0,310.6,1.93,148.0,97341.0
20161123:1800,15.76,60.05,0.0,0.0,0.0,308.6,1.72,149.0,97322.0
20161123:1900,16.17,59.7,0.0,0.0,0.0,308.4,1.31,154.0,97303.0
20161123:2000,16.94,56.0,0.0,0.0,0.0,307.6,1.03,152.0,97303.0
20161123:2100,16.45,57.6,0.0,0.0,0.0,306.2,1.03,140.0,97284.0
20161123:2200,14.72,64.5,0.0,0.0,0.0,305.4,1.38,124.0,97312.0
20161123:2300,13.71,68.8,0.0,0.0,0.0,303.4,1.59,118.0,97303.0
20161124:0000,13.14,71.1,0.0,0.0,0.0,301.6,1.59,114.0,97332.0
20161124:0100,12.64,73.3,0.0,0.0,0.0,301.0,1.66,111.0,97389.0
20161124:0200,12.3,76.5,143.35,1118.71,50.25,299.6,1.66,113.0,97466.0
20161124:0300,17.08,57.3,341.8,930.36,79.75,303.4,0.69,114.0,97562.0
20161124:0400,21.85,42.4,517.05,934.91,96.3,312.0,0.83,113.0,97610.0
20161124:0500,25.12,32.95,641.85,929.32,105.75,322.8,1.1,110.0,97619.0
20161124:0600,26.82,28.85,702.4,906.55,109.95,332.0,0.97,95.0,97533.0
20161124:0700,27.66,27.4,692.2,863.65,109.45,337.4,0.9,91.0,97447.0
20161124:0800,28.21,25.4,612.85,796.87,103.55,340.2,0.76,64.0,97322.0
20161124:0900,28.49,24.25,471.95,691.71,92.15,340.8,0.9,30.0,97274.0
20161124:1000,28.42,23.9,286.35,519.08,73.15,340.4,1.31,15.0,97245.0
20161124:1100,27.93,24.7,91.85,237.67,36.35,337.4,1.66,17.0,97236.0
20161124:1200,26.24,29.35,0.7,0.0,0.7,332.4,2.21,23.0,97274.0
20161124:1300,23.72,34.35,0.0,0.0,0.0,326.4,2.55,34.0,97312.0
20161124:1400,21.75,38.6,0.0,0.0,0.0,323.0,2.48,43.0,97399.0
20161124:1500,20.37,41.6,0.0,0.0,0.0,319.6,2.34,51.0,97447.0
20161124:1600,19.23,44.2,0.0,0.0,0.0,316.6,2.34,55.0,97504.0
20161124:1700,18.13,47.1,0.0,0.0,0.0,314.4,2.41,54.0,97514.0
20161124:1800,17.17,49.95,0.0,0.0,0.0,312.2,2.48,53.0,97504.0
20161124:1900,16.52,54.9,0.0,0.0,0.0,313.4,2.55,48.0,97466.0
20161124:2000,16.03,57.2,0.0,0.0,0.0,311.0,2.55,44.0,97456.0
20161124:2100,15.52,59.85,0.0,0.0,0.0,308.8,2.55,42.0,97427.0
20161124:2200,15.06,62.4,0.0,0.0,0.0,306.8,2.48,41.0,97447.0
20161124:2300,14.59,64.9,0.0,0.0,0.0,305.0,2.41,45.0,97447.0
20161125:0000,14.08,67.5,0.0,0.0,0.0,303.4,2.28,48.0,97466.0
20161125:0100,13.55,70.5,0.0,0.0,0.0,302.6,2.14,53.0,97504.0
20161125:0200,13.17,74.1,138.5,1106.74,49.55,302.2,2.0,57.0,97571.0
20161125:0300,16.05,66.55,334.4,914.29,79.6,305.4,1.31,57.0,97658.0
20161125:0400,20.61,47.25,508.45,921.85,96.35,313.4,1.45,50.0,97696.0
20161125:0500,23.71,39.4,632.7,917.58,106.05,323.4,1.72,37.0,97687.0
20161125:0600,25.8,34.35,692.85,895.69,109.95,331.8,2.28,16.0,97619.0
20161125:0700,27.07,30.95,684.45,855.95,109.0,338.6,2.69,8.0,97485.0
20161125:0800,27.94,27.35,606.9,790.96,103.05,340.6,2.9,4.0,97380.0
20161125:0900,28.37,25.05,467.85,687.03,91.8,341.6,3.03,2.0,97303.0
20161125:1000,28.35,23.85,282.9,509.99,74.1,340.8,3.1,2.0,97236.0
20161125:1100,27.75,23.95,90.7,235.37,35.95,338.4,2.76,3.0,97236.0
20161125:1200,25.57,28.05,0.65,0.0,0.65,333.0,2.55,2.0,97216.0
20161125:1300,23.02,32.3,0.0,0.0,0.0,325.6,2.69,1.0,97264.0
20161125:1400,21.4,34.85,0.0,0.0,0.0,321.2,2.69,0.0,97322.0
20161125:1500,20.18,36.95,0.0,0.0,0.0,318.0,2.62,1.0,97370.0
20161125:1600,19.23,38.9,0.0,0.0,0.0,317.4,2.48,0.0,97399.0
20161125:1700,18.26,41.2,0.0,0.0,0.0,311.2,2.48,358.0,97389.0
20161125:1800,17.36,43.75,0.0,0.0,0.0,309.2,2.48,356.0,97370.0
20161125:1900,16.42,47.9,0.0,0.0,0.0,307.8,2.41,347.0,97332.0
20161125:2000,15.79,50.05,0.0,0.0,0.0,305.8,2.48,343.0,97332.0
20161125:2100,15.35,51.7,0.0,0.0,0.0,304.4,2.55,343.0,97322.0
20161125:2200,14.98,53.3,0.0,0.0,0.0,303.0,2.55,345.0,97303.0
20161125:2300,14.65,54.85,0.0,0.0,0.0,301.8,2.55,350.0,97360.0
20161126:0000,14.27,56.8,0.0,0.0,0.0,300.4,2.48,354.0,97351.0
20161126:0100,13.75,59.6,0.0,0.0,0.0,299.0,2.28,360.0,97399.0
20161126:0200,13.28,65.2,138.35,1153.52,48.9,298.0,2.07,6.0,97475.0
20161126:0300,16.18,63.4,336.4,934.03,78.85,300.6,1.1,13.0,97562.0
20161126:0400,21.11,40.6,512.15,938.12,95.55,307.6,1.24,14.0,97600.0
20161126:0500,24.13,33.9,637.8,933.13,104.9,316.4,1.72,9.0,97629.0
20161126:0600,26.24,29.15,697.5,907.71,109.2,325.4,2.07,1.0,97571.0
20161126:0700,27.66,26.05,688.45,865.79,108.45,333.0,1.79,347.0,97485.0
20161126:0800,28.69,23.4,610.15,799.0,102.8,337.4,1.79,339.0,97360.0
20161126:0900,29.25,21.95,470.1,693.76,91.5,339.2,2.07,334.0,97284.0
20161126:1000,29.3,21.45,285.0,520.33,72.6,339.8,2.48,337.0,97236.0
20161126:1100,28.69,22.35,91.05,237.71,35.95,338.8,2.21,344.0,97226.0
20161126:1200,26.72,26.55,0.65,0.0,0.65,333.8,2.28,353.0,97216.0
20161126:1300,24.22,31.05,0.0,0.0,0.0,327.4,2.55,2.0,97274.0
20161126:1400,22.17,35.3,0.0,0.0,0.0,323.8,2.55,8.0,97341.0
20161126:1500,20.67,38.8,0.0,0.0,0.0,320.8,2.55,11.0,97380.0
20161126:1600,19.5,41.85,0.0,0.0,0.0,317.2,2.48,14.0,97418.0
20161126:1700,18.4,45.05,0.0,0.0,0.0,314.4,2.34,19.0,97456.0
20161126:1800,17.28,48.7,0.0,0.0,0.0,311.8,2.14,21.0,97447.0
20161126:1900,16.77,52.7,0.0,0.0,0.0,310.0,1.24,13.0,97437.0
20161126:2000,16.21,54.1,0.0,0.0,0.0,308.0,1.24,7.0,97399.0
20161126:2100,15.78,55.35,0.0,0.0,0.0,305.6,1.24,7.0,97389.0
20161126:2200,15.46,56.35,0.0,0.0,0.0,304.2,1.24,10.0,97389.0
20161126:2300,15.99,54.05,0.0,0.0,0.0,302.2,1.03,17.0,97389.0
20161127:0000,15.95,54.1,0.0,0.0,0.0,300.8,0.83,23.0,97399.0
20161127:0100,15.7,54.95,0.0,0.0,0.0,299.8,0.55,40.0,97408.0
20161127:0200,15.59,55.4,136.55,1179.33,48.4,299.0,0.48,63.0,97495.0
20161127:0300,17.0,53.65,334.5,938.31,78.5,303.0,0.21,96.0,97591.0
20161127:0400,21.84,41.6,510.25,941.03,95.1,310.4,0.21,57.0,97610.0
20161127:0500,25.28,33.15,635.5,934.22,104.6,320.2,0.69,359.0,97658.0
20161127:0600,27.25,28.45,696.05,909.5,108.95,329.4,1.59,344.0,97600.0
20161127:0700,28.35,25.25,686.6,866.38,108.2,336.2,1.52,334.0,97514.0
20161127:0800,29.13,22.95,608.2,798.77,102.55,339.6,1.66,325.0,97370.0
20161127:0900,29.53,21.65,468.6,693.34,91.3,340.8,1.79,321.0,97284.0
20161127:1000,29.51,21.0,284.05,519.93,72.4,341.0,2.0,323.0,97216.0
20161127:1100,28.91,21.95,90.55,237.37,35.7,339.0,1.66,329.0,97236.0
20161127:1200,27.24,25.7,0.6,0.0,0.6,333.8,1.66,333.0,97197.0
20161127:1300,24.46,31.5,0.0,0.0,0.0,327.4,1.31,336.0,97236.0
20161127:1400,22.21,37.0,0.0,0.0,0.0,324.6,1.17,332.0,97274.0
20161127:1500,21.02,38.65,0.0,0.0,0.0,321.8,1.1,323.0,97322.0
20161127:1600,19.62,41.8,0.0,0.0,0.0,319.2,1.24,318.0,97360.0
20161127:1700,18.05,45.85,0.0,0.0,0.0,316.4,1.45,325.0,97351.0
20161127:1800,16.65,49.6,0.0,0.0,0.0,314.0,1.72,336.0,97341.0
20161127:1900,15.53,55.0,0.0,0.0,0.0,312.6,2.0,317.0,97303.0
20161127:2000,14.91,56.05,0.0,0.0,0.0,310.6,2.14,325.0,97264.0
20161127:2100,14.54,57.2,0.0,0.0,0.0,308.6,1.86,330.0,97264.0
20161127:2200,15.09,54.5,0.0,0.0,0.0,307.0,1.38,329.0,97236.0
20161127:2300,16.45,49.05,0.0,0.0,0.0,304.6,0.83,307.0,97245.0
20161128:0000,16.1,50.1,0.0,0.0,0.0,303.6,0.69,251.0,97264.0
20161128:0100,14.61,55.95,0.0,0.0,0.0,302.0,1.24,216.0,97341.0
20161128:0200,12.48,68.5,132.4,1181.68,47.35,301.2,1.79,209.0,97399.0
20161128:0300,16.09,59.6,328.65,929.77,77.65,303.6,0.9,210.0,97485.0
20161128:0400,21.64,38.65,503.8,934.05,94.4,310.2,1.1,218.0,97514.0
20161128:0500,25.23,29.2,629.4,928.94,104.05,319.4,1.38,233.0,97514.0
