time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190110:0730,750.64,859.02,133.8,9.38,41.03,22.33,1.59,0.0
20190110:0830,698.92,795.24,129.96,8.62,37.71,23.44,1.31,0.0
20190110:0930,596.85,658.66,120.31,6.99,30.91,24.07,1.17,0.0
20190110:1030,430.31,441.79,110.19,4.6,21.67,24.28,1.24,0.0
20190110:1130,206.4,198.82,77.36,1.93,10.84,24.04,1.31,0.0
20190110:1230,0.0,0.0,0.0,0.0,-0.99,23.12,1.1,0.0
20190110:1330,0.0,0.0,0.0,0.0,0.0,21.05,1.38,0.0
20190110:1430,0.0,0.0,0.0,0.0,0.0,18.46,1.79,0.0
20190110:1530,0.0,0.0,0.0,0.0,0.0,16.27,2.21,0.0
20190110:1630,0.0,0.0,0.0,0.0,0.0,14.67,2.41,0.0
20190110:1730,0.0,0.0,0.0,0.0,0.0,13.61,2.55,0.0
20190110:1830,0.0,0.0,0.0,0.0,0.0,12.91,2.62,0.0
20190110:1930,0.0,0.0,0.0,0.0,0.0,12.9,2.69,0.0
20190110:2030,0.0,0.0,0.0,0.0,0.0,12.58,2.76,0.0
20190110:2130,0.0,0.0,0.0,0.0,0.0,12.24,2.76,0.0
20190110:2230,0.0,0.0,0.0,0.0,0.0,11.87,2.69,0.0
20190110:2330,0.0,0.0,0.0,0.0,0.0,11.49,2.69,0.0
20190111:0030,0.0,0.0,0.0,0.0,0.0,11.2,2.69,0.0
20190111:0130,0.0,0.0,0.0,0.0,0.0,10.96,2.62,0.0
20190111:0230,133.05,136.87,44.6,0.97,6.15,10.67,2.48,0.0
20190111:0330,368.12,352.06,91.89,3.5,17.46,11.95,1.86,0.0
20190111:0430,555.01,567.28,114.23,5.99,27.46,16.38,2.14,0.0
20190111:0530,671.99,726.14,126.91,7.89,35.41,20.0,2.21,0.0
20190111:0630,727.43,819.98,133.77,9.01,40.3,22.53,1.79,0.0
20190111:0730,731.99,837.85,134.27,9.22,41.19,23.79,1.59,0.0
20190111:0830,680.72,778.77,128.58,8.48,37.89,24.57,1.1,0.0
20190111:0930,577.83,638.5,123.83,6.88,31.09,24.96,0.69,0.0
20190111:1030,425.24,446.51,106.67,4.62,21.84,24.97,0.41,0.0
20190111:1130,209.96,212.64,70.29,1.95,11.0,24.63,0.48,0.0
20190111:1230,0.0,0.0,0.0,0.0,-0.84,23.86,1.17,0.0
20190111:1330,0.0,0.0,0.0,0.0,0.0,21.73,2.07,0.0
20190111:1430,0.0,0.0,0.0,0.0,0.0,19.18,2.48,0.0
20190111:1530,0.0,0.0,0.0,0.0,0.0,17.57,2.97,0.0
20190111:1630,0.0,0.0,0.0,0.0,0.0,16.67,3.59,0.0
20190111:1730,0.0,0.0,0.0,0.0,0.0,16.03,3.52,0.0
20190111:1830,0.0,0.0,0.0,0.0,0.0,15.43,3.31,0.0
20190111:1930,0.0,0.0,0.0,0.0,0.0,14.69,3.17,0.0
20190111:2030,0.0,0.0,0.0,0.0,0.0,14.18,2.97,0.0
20190111:2130,0.0,0.0,0.0,0.0,0.0,13.64,2.9,0.0
20190111:2230,0.0,0.0,0.0,0.0,0.0,13.05,2.69,0.0
20190111:2330,0.0,0.0,0.0,0.0,0.0,12.51,2.62,0.0
20190112:0030,0.0,0.0,0.0,0.0,0.0,12.06,2.55,0.0
20190112:0130,0.0,0.0,0.0,0.0,0.0,11.84,2.62,0.0
20190112:0230,121.2,125.63,42.04,0.92,6.16,11.6,2.76,0.0
20190112:0330,350.25,333.0,89.35,3.35,17.5,13.05,2.69,0.0
20190112:0430,538.35,520.94,130.35,5.8,27.53,16.13,3.38,0.0
20190112:0530,654.57,678.7,132.27,7.55,35.51,19.28,3.59,0.0
20190112:0630,742.55,809.14,136.35,8.96,40.43,21.8,3.52,0.0
20190112:0730,713.61,762.52,159.93,8.83,41.36,23.4,2.76,0.0
20190112:0830,654.17,680.31,169.36,8.07,38.07,24.34,2.14,0.0
20190112:0930,564.96,599.13,132.19,6.66,31.27,24.72,1.52,0.0
20190112:1030,380.75,370.04,118.13,4.2,22.01,24.77,1.1,0.0
20190112:1130,115.59,87.98,73.92,1.41,11.17,24.66,1.03,0.0
20190112:1230,0.0,0.0,0.0,0.0,-0.69,23.94,0.41,0.0
20190112:1330,0.0,0.0,0.0,0.0,0.0,22.65,0.48,0.0
20190112:1430,0.0,0.0,0.0,0.0,0.0,20.86,0.76,0.0
20190112:1530,0.0,0.0,0.0,0.0,0.0,19.36,0.55,0.0
20190112:1630,0.0,0.0,0.0,0.0,0.0,17.47,1.1,0.0
20190112:1730,0.0,0.0,0.0,0.0,0.0,15.61,2.21,0.0
20190112:1830,0.0,0.0,0.0,0.0,0.0,14.97,2.9,0.0
20190112:1930,0.0,0.0,0.0,0.0,0.0,14.83,1.38,0.0
20190112:2030,0.0,0.0,0.0,0.0,0.0,14.21,2.21,0.0
20190112:2130,0.0,0.0,0.0,0.0,0.0,13.81,2.34,0.0
20190112:2230,0.0,0.0,0.0,0.0,0.0,13.36,2.28,0.0
20190112:2330,0.0,0.0,0.0,0.0,0.0,13.14,2.07,0.0
20190113:0030,0.0,0.0,0.0,0.0,0.0,13.2,1.86,0.0
20190113:0130,0.0,0.0,0.0,0.0,0.0,13.0,1.86,0.0
20190113:0230,95.97,97.01,40.05,0.81,6.17,12.59,1.93,0.0
20190113:0330,296.5,248.47,113.91,3.07,17.53,13.7,1.45,0.0
20190113:0430,488.19,444.94,156.3,5.5,27.59,16.78,1.52,0.0
20190113:0530,649.84,677.3,150.41,7.74,35.61,19.34,1.59,0.0
20190113:0630,734.99,831.11,131.35,9.13,40.58,21.29,1.59,0.0
20190113:0730,730.5,839.64,133.78,9.27,41.53,22.48,1.1,0.0
20190113:0830,698.84,787.79,130.27,8.62,38.26,23.43,1.66,0.0
20190113:0930,602.19,648.85,122.63,7.0,31.46,23.95,2.34,0.0
20190113:1030,441.41,455.06,100.83,4.67,22.19,23.91,2.97,0.0
