time,T2M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN
2019032509,28.5,26.23,3.63,97.83,594.42
2019032510,30.28,24.24,3.85,97.81,726.67
2019032511,31.73,22.57,4.12,97.75,837.03
2019032512,32.67,21.42,4.63,97.66,934.72
2019032513,33.02,20.89,5.12,97.55,876.55
2019032514,32.45,21.45,5.39,97.47,648.85
2019032515,31.39,22.67,5.38,97.44,487.3
2019032516,30.37,23.92,5.28,97.46,276.98
2019032517,28.98,25.7,4.93,97.53,88.68
2019032518,26.12,29.99,3.62,97.62,0.0
2019032519,24.71,31.54,3.69,97.7,0.0
2019032520,23.66,31.91,3.71,97.77,0.0
2019032521,22.57,32.04,3.58,97.78,0.0
2019032522,21.63,32.0,3.64,97.8,0.0
2019032523,20.64,32.73,3.48,97.82,0.0
2019032600,19.7,33.99,3.36,97.77,0.0
2019032601,18.91,35.34,3.43,97.75,0.0
2019032602,18.25,36.66,3.5,97.7,0.0
2019032603,17.53,38.35,3.39,97.69,0.0
2019032604,16.77,40.1,3.14,97.72,0.0
2019032605,16.18,41.41,2.97,97.81,0.0
2019032606,17.23,38.61,2.63,97.89,40.97
2019032607,21.13,30.12,3.12,97.98,247.43
2019032608,25.14,24.43,2.19,98.04,512.85
2019032609,28.67,18.83,2.5,98.07,726.12
2019032610,30.55,14.74,2.5,98.02,888.33
2019032611,32.03,12.03,2.05,97.93,979.1
2019032612,33.15,10.23,1.15,97.83,1002.92
2019032613,33.97,9.15,1.45,97.75,941.62
2019032614,34.31,8.68,2.47,97.7,806.92
2019032615,33.96,8.73,3.2,97.67,589.15
2019032616,32.94,9.21,3.51,97.67,358.52
2019032617,29.95,11.62,2.66,97.7,122.5
2019032618,25.72,15.97,2.93,97.75,0.0
2019032619,24.42,17.94,3.03,97.83,0.0
2019032620,23.49,19.53,3.13,97.9,0.0
2019032621,23.05,20.22,2.73,97.92,0.0
2019032622,22.58,20.58,2.44,97.91,0.0
2019032623,21.87,21.18,2.4,97.88,0.0
2019032700,21.01,21.88,2.48,97.84,0.0
2019032701,20.3,22.26,2.5,97.81,0.0
2019032702,19.66,22.67,2.53,97.8,0.0
2019032703,18.98,23.29,2.68,97.76,0.0
2019032704,18.15,24.23,2.95,97.77,0.0
2019032705,17.55,24.95,3.15,97.81,0.0
2019032706,18.57,23.41,2.98,97.88,36.33
2019032707,22.88,18.02,4.07,97.95,212.3
2019032708,26.58,14.68,3.29,98.0,452.9
2019032709,30.97,12.86,0.64,98.03,662.25
2019032710,33.21,12.34,1.16,98.01,825.2
2019032711,34.68,11.7,1.43,97.95,918.83
2019032712,35.62,11.18,1.35,97.84,977.78
2019032713,36.04,10.83,1.31,97.72,915.05
2019032714,35.92,10.81,1.4,97.63,783.95
2019032715,35.51,11.0,1.54,97.59,594.33
2019032716,34.72,11.47,1.58,97.59,346.17
2019032717,32.83,13.56,0.96,97.63,116.05
2019032718,31.38,14.69,0.41,97.68,0.0
2019032719,30.7,15.6,0.24,97.76,0.0
2019032720,29.61,16.36,0.85,97.82,0.0
2019032721,28.18,17.32,1.36,97.85,0.0
2019032722,26.79,18.52,1.8,97.84,0.0
2019032723,25.33,19.94,2.2,97.8,0.0
2019032800,24.2,21.06,2.52,97.75,0.0
2019032801,23.58,21.68,2.7,97.67,0.0
2019032802,23.13,21.99,2.77,97.62,0.0
2019032803,22.57,22.52,2.79,97.6,0.0
2019032804,21.96,23.14,2.83,97.61,0.0
2019032805,21.25,23.93,2.91,97.65,0.0
2019032806,21.88,22.97,2.79,97.7,42.65
2019032807,25.69,18.09,3.79,97.76,230.07
2019032808,29.2,14.89,3.03,97.8,461.98
2019032809,34.29,12.55,3.44,97.81,692.62
2019032810,36.57,11.8,3.16,97.77,850.78
2019032811,38.0,11.29,3.02,97.68,934.83
2019032812,38.87,11.05,2.99,97.56,971.53
2019032813,38.91,11.28,3.11,97.44,912.25
2019032814,38.57,11.61,3.45,97.35,783.28
2019032815,38.36,11.78,3.73,97.3,550.75
2019032816,37.78,12.11,3.75,97.29,308.3
2019032817,34.6,14.84,2.4,97.31,102.28
2019032818,31.29,18.05,2.44,97.34,0.0
2019032819,30.55,18.8,2.28,97.4,0.0
2019032820,30.4,19.08,2.0,97.44,0.0
2019032821,30.17,19.37,1.7,97.45,0.0
2019032822,29.63,19.98,1.56,97.44,0.0
2019032823,28.47,21.24,1.7,97.41,0.0
2019032900,26.94,23.0,1.93,97.37,0.0
2019032901,25.56,24.6,2.11,97.31,0.0
2019032902,24.66,25.7,2.11,97.27,0.0
2019032903,24.09,26.43,2.01,97.26,0.0
2019032904,23.89,26.7,1.77,97.28,0.0
2019032905,24.01,26.57,1.33,97.3,0.0
2019032906,24.24,26.21,1.15,97.32,44.05
2019032907,26.48,22.72,1.99,97.35,228.95
2019032908,28.6,19.81,2.34,97.39,455.92
2019032909,31.75,17.04,1.99,97.43,581.88
2019032910,35.51,13.87,2.39,97.44,654.0
2019032911,37.73,11.42,2.64,97.39,629.47
2019032912,38.88,10.01,2.59,97.31,728.47
2019032913,39.43,9.23,2.63,97.22,818.62
2019032914,39.55,8.82,2.83,97.13,755.15
2019032915,39.27,8.62,3.12,97.06,568.55
2019032916,38.32,8.84,3.23,97.05,331.42
2019032917,35.15,10.92,2.24,97.07,107.2
2019032918,32.33,13.1,2.47,97.1,3.22
2019032919,30.59,14.51,2.82,97.16,0.0
2019032920,29.35,16.12,3.02,97.21,0.0
2019032921,28.31,18.25,3.0,97.23,0.0
2019032922,27.03,21.15,2.92,97.23,0.0
2019032923,26.09,23.86,2.75,97.2,0.0
2019033000,25.49,26.0,2.49,97.15,0.0
2019033001,25.46,26.98,2.16,97.1,0.0
2019033002,25.08,28.31,2.1,97.05,0.0
2019033003,24.57,29.73,2.16,97.03,0.0
2019033004,23.79,31.53,2.18,97.04,0.0
2019033005,23.07,33.33,2.18,97.08,0.0
2019033006,23.41,33.1,2.16,97.14,44.35
2019033007,26.31,28.13,3.44,97.22,228.7
2019033008,29.69,23.42,3.33,97.28,458.88
2019033009,34.37,18.2,3.06,97.3,672.7
2019033010,36.72,16.04,2.56,97.27,842.47
2019033011,38.35,14.69,2.12,97.2,932.6
2019033012,39.36,13.86,2.0,97.09,978.97
2019033013,39.84,13.41,2.23,96.99,918.58
2019033014,39.9,13.29,2.69,96.92,786.97
2019033015,39.47,13.36,3.4,96.9,599.17
2019033016,38.47,13.78,4.1,96.92,357.45
2019033017,36.11,15.45,3.53,96.97,121.25
2019033018,32.42,18.79,3.63,97.05,3.75
2019033019,31.56,19.18,4.71,97.16,0.0
2019033020,30.63,19.85,5.76,97.25,0.0
2019033021,29.47,21.54,6.31,97.31,0.0
2019033022,28.13,24.09,6.47,97.32,0.0
2019033023,26.93,26.59,6.56,97.33,0.0
2019033100,25.88,28.09,6.6,97.31,0.0
2019033101,24.85,28.13,6.43,97.29,0.0
2019033102,23.78,27.14,5.95,97.27,0.0
2019033103,22.7,25.82,5.4,97.28,0.0
2019033104,21.69,24.71,5.03,97.31,0.0
2019033105,20.78,23.86,4.75,97.36,0.0
2019033106,21.25,21.59,5.39,97.42,49.2
2019033107,23.72,17.53,5.69,97.49,233.02
2019033108,28.23,13.59,5.07,97.54,456.8
2019033109,32.63,11.84,4.54,97.55,682.5
2019033110,34.91,8.89,2.99,97.54,858.53
2019033111,36.19,7.32,2.26,97.49,944.78
2019033112,36.97,6.63,2.89,97.42,957.0
2019033113,37.21,6.49,3.63,97.34,905.88
2019033114,37.03,6.55,3.82,97.25,789.83
2019033115,36.48,6.77,3.78,97.2,594.4
2019033116,35.44,7.22,4.41,97.22,357.12
2019033117,32.61,8.81,3.08,97.25,120.03
2019033118,28.47,11.53,3.03,97.28,3.75
2019033119,27.15,12.19,3.02,97.33,0.0
2019033120,26.05,12.74,3.08,97.39,0.0
2019033121,25.01,13.26,3.18,97.44,0.0
2019033122,24.15,13.66,3.13,97.46,0.0
2019033123,23.51,13.97,3.01,97.44,0.0
2019040100,23.09,14.16,2.84,97.4,0.0
2019040101,22.6,14.41,2.68,97.34,0.0
2019040102,22.17,14.66,2.57,97.28,0.0
2019040103,21.8,14.88,2.47,97.26,0.0
2019040104,21.26,15.32,2.49,97.28,0.0
2019040105,20.56,16.0,2.62,97.34,0.0
2019040106,21.12,15.72,2.56,97.42,47.6
2019040107,25.4,11.96,3.19,97.5,226.98
2019040108,28.95,9.72,2.6,97.57,452.92
2019040109,33.54,8.09,0.43,97.6,695.72
2019040110,35.51,7.39,1.55,97.58,866.65
2019040111,36.78,6.71,2.03,97.5,957.55
2019040112,37.61,6.38,2.49,97.37,1007.15
2019040113,38.03,6.34,3.36,97.25,951.58
2019040114,38.04,6.43,4.06,97.2,780.38
2019040115,37.54,6.61,4.23,97.16,567.5
2019040116,36.51,7.04,4.15,97.16,334.7
2019040117,33.57,8.67,2.82,97.21,119.5
2019040118,29.49,11.43,2.7,97.28,3.65
2019040119,28.81,11.9,2.4,97.36,0.0
2019040120,28.39,12.16,2.1,97.43,0.0
2019040121,27.26,12.95,2.2,97.48,0.0
2019040122,26.26,13.74,2.22,97.48,0.0
2019040123,25.43,14.43,2.19,97.44,0.0
2019040200,24.36,15.42,2.32,97.39,0.0
2019040201,23.22,16.5,2.5,97.32,0.0
2019040202,22.15,17.6,2.7,97.26,0.0
2019040203,21.13,18.73,2.97,97.25,0.0
2019040204,20.31,19.57,3.18,97.28,0.0
2019040205,19.73,20.1,3.36,97.35,0.0
2019040206,21.04,18.37,3.49,97.43,59.88
2019040207,24.9,14.25,5.14,97.5,280.42
2019040208,28.7,11.25,4.32,97.55,534.2
2019040209,33.84,8.43,3.24,97.58,738.08
2019040210,36.45,7.55,1.42,97.56,884.55
2019040211,37.85,7.18,0.56,97.48,976.05
2019040212,38.74,6.97,0.98,97.38,987.83
2019040213,39.17,6.89,1.34,97.28,839.6
2019040214,39.08,6.97,1.44,97.18,735.3
2019040215,38.54,7.14,1.52,97.12,574.75
2019040216,37.55,7.49,1.58,97.1,346.35
2019040217,35.2,9.17,1.28,97.14,115.68
2019040218,32.49,10.87,1.6,97.19,4.07
2019040219,31.11,11.86,1.81,97.26,0.0
2019040220,29.66,13.01,2.1,97.33,0.0
2019040221,28.26,14.23,2.36,97.36,0.0
2019040222,27.1,15.32,2.48,97.35,0.0
2019040223,26.1,16.29,2.58,97.32,0.0
2019040300,25.23,17.14,2.63,97.28,0.0
2019040301,24.51,17.73,2.62,97.23,0.0
2019040302,23.77,18.37,2.66,97.2,0.0
2019040303,22.78,19.28,2.82,97.18,0.0
2019040304,21.8,20.23,3.02,97.2,0.0
2019040305,21.0,20.94,3.18,97.25,0.0
2019040306,22.22,19.16,2.98,97.32,45.17
2019040307,26.07,14.76,4.25,97.39,207.12
2019040308,29.86,11.69,3.4,97.44,419.05
2019040309,34.89,8.69,2.03,97.47,630.75
2019040310,37.22,7.8,1.58,97.45,814.38
2019040311,38.63,7.42,1.59,97.38,954.65
2019040312,39.49,7.21,1.55,97.28,1005.75
2019040313,39.87,7.21,1.42,97.18,943.3
2019040314,39.85,7.32,1.49,97.11,759.3
2019040315,39.42,7.55,1.64,97.06,539.2
2019040316,38.55,7.86,1.71,97.07,312.0
2019040317,36.22,9.58,1.38,97.11,106.12
2019040318,33.5,11.26,1.68,97.17,3.45
2019040319,32.25,12.05,1.81,97.24,0.0
2019040320,31.34,12.67,1.75,97.31,0.0
2019040321,30.24,13.53,1.84,97.35,0.0
2019040322,28.76,14.77,2.13,97.36,0.0
2019040323,27.1,16.4,2.52,97.35,0.0
2019040400,25.53,18.18,2.89,97.33,0.0
2019040401,24.27,19.85,3.21,97.31,0.0
2019040402,23.44,21.19,3.34,97.28,0.0
2019040403,22.87,22.26,3.33,97.27,0.0
2019040404,22.57,23.02,3.29,97.29,0.0
2019040405,22.3,23.58,3.24,97.33,0.0
2019040406,23.56,21.96,2.96,97.37,63.0
2019040407,27.21,17.52,3.99,97.43,265.83
2019040408,30.85,14.06,3.44,97.47,501.1
2019040409,36.88,9.37,1.99,97.49,723.03
2019040410,39.85,7.94,1.51,97.46,912.65
2019040411,41.25,7.4,1.7,97.39,997.58
2019040412,42.02,7.14,1.89,97.28,1003.55
2019040413,42.38,7.07,2.09,97.16,939.85
2019040414,42.32,7.07,2.25,97.08,784.55
2019040415,41.79,7.19,2.37,97.02,567.42
2019040416,40.81,7.49,2.44,97.03,332.1
2019040417,38.09,9.2,1.73,97.05,111.7
2019040418,35.5,10.77,1.75,97.11,3.97
2019040419,34.71,11.14,1.6,97.17,0.0
2019040420,33.62,11.76,1.67,97.22,0.0
2019040421,32.08,12.79,1.96,97.23,0.0
2019040422,30.47,14.12,2.29,97.22,0.0
2019040423,29.07,15.61,2.62,97.2,0.0
2019040500,27.89,17.53,2.89,97.15,0.0
2019040501,26.95,19.91,3.02,97.12,0.0
2019040502,26.12,22.37,3.05,97.08,0.0
2019040503,25.2,24.78,3.07,97.07,0.0
2019040504,24.34,26.96,3.15,97.09,0.0
2019040505,23.68,28.65,3.27,97.15,0.0
2019040506,25.11,26.46,3.67,97.21,60.47
2019040507,28.0,22.13,4.93,97.29,263.8
2019040508,31.82,17.52,4.61,97.35,514.08
2019040509,36.9,12.44,5.59,97.38,729.22
2019040510,39.32,10.63,5.86,97.37,871.45
2019040511,40.9,9.63,6.23,97.31,950.03
2019040512,41.91,9.04,6.64,97.23,917.78
2019040513,42.34,8.85,6.94,97.12,760.8
2019040514,42.31,8.91,6.72,97.03,624.1
2019040515,41.85,9.09,6.17,96.98,497.5
2019040516,40.92,9.4,5.52,96.97,284.27
2019040517,38.18,10.84,3.33,97.0,94.32
2019040518,33.75,13.81,3.19,97.06,3.8
2019040519,32.38,14.7,3.32,97.13,0.0
2019040520,31.36,15.59,3.4,97.22,0.0
2019040521,30.34,16.71,3.42,97.27,0.0
2019040522,29.35,18.03,3.35,97.28,0.0
2019040523,28.25,19.78,3.26,97.28,0.0
2019040600,27.17,21.67,3.12,97.26,0.0
2019040601,26.28,23.6,2.89,97.23,0.0
2019040602,25.32,26.27,2.91,97.19,0.0
2019040603,24.38,28.7,3.13,97.18,0.0
2019040604,23.67,30.01,3.43,97.2,0.0
2019040605,23.17,29.96,3.97,97.25,0.0
2019040606,24.17,27.4,5.56,97.32,63.55
2019040607,26.59,24.2,6.14,97.4,261.0
2019040608,30.9,22.06,5.9,97.44,494.27
2019040609,35.86,17.79,6.78,97.45,708.42
2019040610,38.63,14.35,6.26,97.41,877.4
2019040611,40.1,12.89,5.85,97.32,959.12
2019040612,40.98,12.15,6.0,97.22,983.25
2019040613,41.36,11.82,6.39,97.11,919.53
2019040614,41.28,11.72,6.67,97.0,782.08
2019040615,40.74,11.89,6.72,96.93,581.67
2019040616,39.71,12.47,6.63,96.9,332.52
2019040617,37.7,14.03,5.05,96.89,111.45
2019040618,33.53,17.96,3.65,96.91,4.4
2019040619,32.19,19.47,3.86,96.96,0.0
2019040620,31.34,20.4,4.26,97.0,0.0
2019040621,30.65,21.09,5.0,97.03,0.0
2019040622,29.78,21.91,5.46,97.05,0.0
2019040623,28.78,22.94,5.58,97.05,0.0
2019040700,27.84,24.14,5.63,97.04,0.0
2019040701,27.03,25.57,5.77,97.01,0.0
2019040702,26.13,27.31,5.13,96.98,0.0
2019040703,25.01,29.38,3.99,96.97,0.0
2019040704,23.96,31.35,3.29,97.0,0.0
2019040705,23.11,33.07,3.01,97.05,0.0
2019040706,24.49,30.56,2.73,97.12,57.03
2019040707,27.6,25.53,3.14,97.19,228.43
2019040708,31.86,18.91,2.65,97.25,448.27
2019040709,36.86,11.63,3.41,97.25,660.53
2019040710,38.82,9.98,3.33,97.21,832.47
2019040711,40.17,9.05,3.02,97.13,937.28
2019040712,41.03,8.4,2.84,97.03,957.47
2019040713,41.38,8.14,2.95,96.94,842.83
2019040714,41.25,8.27,3.3,96.86,650.62
2019040715,40.85,8.6,3.6,96.81,372.92
2019040716,39.86,9.36,3.91,96.78,204.9
2019040717,37.64,11.09,2.93,96.8,71.03
2019040718,34.11,14.11,2.83,96.85,2.62
2019040719,33.42,14.82,2.35,96.88,0.0
2019040720,33.55,14.69,1.55,96.93,0.0
2019040721,33.1,15.13,1.26,96.96,0.0
2019040722,32.12,16.06,1.48,96.97,0.0
2019040723,30.49,17.86,1.99,96.97,0.0
2019040800,28.74,20.1,2.61,96.94,0.0
2019040801,27.56,22.2,3.02,96.93,0.0
2019040802,26.52,24.94,3.14,96.91,0.0
2019040803,25.45,27.51,3.16,96.91,0.0
2019040804,24.54,29.71,3.16,96.94,0.0
2019040805,23.72,31.49,3.09,97.01,0.0
2019040806,24.81,29.97,3.47,97.09,50.83
2019040807,27.35,25.98,4.26,97.16,221.35
2019040808,31.53,20.93,3.49,97.21,415.2
2019040809,34.67,17.22,2.39,97.23,633.53
2019040810,36.36,15.22,2.31,97.19,844.15
2019040811,37.71,13.47,2.78,97.11,930.17
2019040812,38.63,12.12,3.46,97.02,998.2
2019040813,39.06,11.33,4.1,96.92,936.95
2019040814,39.17,10.86,4.37,96.84,805.95
2019040815,38.89,10.64,4.38,96.8,617.22
2019040816,38.07,10.81,4.25,96.79,366.85
2019040817,36.08,12.11,3.03,96.82,131.8
2019040818,32.0,15.82,2.58,96.87,5.22
2019040819,31.07,16.76,2.45,96.95,0.0
2019040820,30.46,17.51,2.23,97.01,0.0
2019040821,29.87,18.34,2.0,97.04,0.0
2019040822,29.33,19.11,1.75,97.04,0.0
2019040823,28.74,20.0,1.51,97.02,0.0
2019040900,28.04,21.03,1.32,97.0,0.0
2019040901,27.35,21.97,1.26,96.96,0.0
2019040902,26.51,23.08,1.29,96.94,0.0
2019040903,25.82,23.99,1.39,96.93,0.0
2019040904,24.91,25.28,1.55,96.96,0.0
2019040905,23.98,26.69,1.71,97.0,0.0
2019040906,24.61,25.87,1.67,97.05,73.18
2019040907,27.65,21.63,2.47,97.12,263.58
2019040908,31.58,17.32,1.9,97.16,490.95
2019040909,35.71,13.76,1.06,97.18,707.45
2019040910,37.79,12.23,1.2,97.15,888.7
2019040911,39.32,11.12,1.56,97.09,969.35
2019040912,40.37,10.28,1.94,97.0,994.67
2019040913,40.92,9.8,2.4,96.91,927.83
2019040914,40.96,9.61,2.88,96.84,789.17
2019040915,40.48,9.73,3.26,96.79,591.1
2019040916,39.5,10.17,3.42,96.79,343.4
2019040917,37.32,11.68,2.43,96.82,122.75
2019040918,33.8,14.51,2.22,96.86,5.57
2019040919,32.96,15.31,1.95,96.93,0.0
2019040920,32.4,15.94,1.44,97.0,0.0
2019040921,31.56,16.52,1.0,97.04,0.0
2019040922,30.3,17.93,1.46,97.06,0.0
2019040923,28.78,20.16,2.23,97.05,0.0
2019041000,27.68,22.78,2.78,97.02,0.0
2019041001,27.0,25.17,3.14,96.99,0.0
2019041002,26.3,27.4,3.18,96.97,0.0
2019041003,25.51,29.47,2.93,96.97,0.0
2019041004,25.04,30.7,2.48,97.0,0.0
2019041005,24.47,31.94,2.17,97.06,0.0
2019041006,25.4,30.39,2.33,97.16,68.18
2019041007,27.66,26.75,3.25,97.26,247.45
2019041008,30.96,22.06,3.01,97.32,471.9
2019041009,35.27,16.78,2.44,97.35,695.9
2019041010,38.19,14.1,2.12,97.31,842.78
2019041011,39.69,13.14,2.21,97.24,875.47
2019041012,40.65,12.7,2.71,97.15,966.47
2019041013,41.08,12.64,3.28,97.08,903.0
2019041014,40.99,12.74,3.67,97.01,719.03
2019041015,40.19,13.14,4.06,96.99,560.03
2019041016,38.79,13.96,4.46,97.0,335.35
2019041017,36.52,15.8,3.26,97.03,123.4
2019041018,33.85,18.47,2.98,97.1,6.07
2019041019,32.53,19.9,3.0,97.17,0.0
2019041020,31.34,21.4,2.88,97.24,0.0
2019041021,30.34,22.77,2.61,97.28,0.0
2019041022,30.01,23.25,2.12,97.28,0.0
2019041023,30.11,23.07,1.5,97.27,0.0
2019041100,30.0,23.1,0.93,97.24,0.0
2019041101,29.57,23.56,0.57,97.2,0.0
2019041102,28.86,24.46,0.65,97.16,0.0
2019041103,27.99,25.68,0.87,97.15,0.0
2019041104,27.27,26.66,1.03,97.17,0.0
2019041105,26.6,27.66,1.14,97.21,0.0
2019041106,26.85,27.4,1.2,97.28,78.93
2019041107,29.31,23.84,1.9,97.34,284.9
2019041108,33.75,18.83,2.15,97.38,536.58
2019041109,36.85,16.64,2.88,97.39,740.88
2019041110,38.66,15.78,3.76,97.33,886.12
2019041111,39.84,15.14,4.5,97.25,964.53
2019041112,40.59,14.53,5.09,97.13,995.9
2019041113,40.92,14.18,5.56,97.02,929.05
2019041114,40.87,14.0,5.53,96.92,794.35
2019041115,40.44,14.01,5.13,96.86,593.58
2019041116,39.52,14.43,4.78,96.83,351.7
2019041117,37.78,15.74,3.51,96.85,125.47
2019041118,34.35,19.26,2.81,96.9,5.93
2019041119,33.16,20.75,2.94,96.97,0.0
2019041120,32.3,22.02,2.94,97.05,0.0
2019041121,31.37,23.69,2.85,97.08,0.0
2019041122,30.49,25.44,2.71,97.07,0.0
2019041123,29.78,26.96,2.52,97.04,0.0
2019041200,29.21,28.19,2.33,96.98,0.0
2019041201,28.53,29.78,2.28,96.94,0.0
2019041202,27.85,31.94,2.17,96.94,0.0
2019041203,27.55,32.97,1.8,96.98,0.0
2019041204,27.71,32.73,1.17,97.03,0.0
2019041205,27.62,32.72,0.5,97.12,0.0
2019041206,27.88,32.5,0.72,97.21,71.22
2019041207,29.53,28.71,1.47,97.33,247.8
2019041208,33.38,22.7,1.05,97.4,467.73
2019041209,36.09,19.64,0.17,97.42,656.28
2019041210,37.71,18.17,0.45,97.39,816.33
2019041211,39.09,17.0,0.9,97.31,897.15
2019041212,40.03,16.19,1.35,97.2,931.67
2019041213,40.61,15.64,1.77,97.1,861.95
2019041214,40.71,15.32,2.08,97.0,737.88
2019041215,40.36,15.25,2.38,96.92,539.65
2019041216,39.55,15.45,2.73,96.89,318.33
2019041217,38.17,16.39,2.71,96.91,114.0
2019041218,34.91,19.84,2.34,96.96,5.97
2019041219,33.4,21.72,2.9,97.04,0.0
2019041220,32.28,23.18,3.26,97.12,0.0
2019041221,31.25,24.65,3.37,97.16,0.0
2019041222,30.15,26.29,3.18,97.18,0.0
2019041223,29.02,28.13,2.88,97.16,0.0
2019041300,27.84,30.28,2.69,97.12,0.0
2019041301,26.84,32.36,2.58,97.09,0.0
2019041302,26.02,34.23,2.48,97.07,0.0
2019041303,25.54,35.41,2.36,97.08,0.0
2019041304,25.43,35.65,2.34,97.11,0.0
2019041305,24.79,36.86,2.48,97.17,0.0
2019041306,26.28,33.45,2.99,97.24,77.3
2019041307,29.1,28.01,3.55,97.34,273.0
2019041308,34.01,20.54,4.49,97.39,522.58
2019041309,37.1,16.82,4.11,97.41,728.45
2019041310,38.83,14.88,3.58,97.36,882.2
2019041311,39.98,13.48,3.13,97.28,956.33
2019041312,40.72,12.24,2.59,97.21,979.7
2019041313,41.05,11.36,1.96,97.11,912.45
2019041314,40.92,10.87,1.36,97.03,760.95
2019041315,40.4,10.69,1.1,96.97,600.35
2019041316,39.57,10.79,1.29,96.95,368.25
2019041317,37.92,11.84,1.4,96.96,137.95
2019041318,34.59,14.41,1.96,97.02,7.03
2019041319,32.87,16.0,2.5,97.1,0.0
2019041320,31.7,17.57,2.7,97.18,0.0
2019041321,30.81,19.23,2.62,97.23,0.0
2019041322,30.04,21.12,2.33,97.23,0.0
2019041323,29.14,23.38,1.91,97.21,0.0
2019041400,28.19,25.83,1.56,97.17,0.0
2019041401,27.38,28.01,1.39,97.14,0.0
2019041402,26.77,29.65,1.24,97.14,0.0
2019041403,26.35,30.75,0.97,97.15,0.0
2019041404,26.15,31.27,0.72,97.19,0.0
2019041405,26.04,31.68,0.73,97.25,0.0
2019041406,27.01,30.2,1.19,97.33,83.9
2019041407,29.32,26.58,2.08,97.42,290.12
2019041408,33.41,21.23,1.62,97.48,548.1
2019041409,36.16,18.31,1.11,97.48,742.42
2019041410,37.88,16.48,1.14,97.45,878.05
2019041411,39.19,15.19,1.34,97.38,951.8
2019041412,40.08,14.31,1.49,97.29,986.03
2019041413,40.59,13.75,1.53,97.2,865.22
2019041414,40.66,13.54,1.63,97.11,736.03
2019041415,40.32,13.57,1.78,97.04,525.45
2019041416,39.49,14.01,2.09,97.01,315.45
2019041417,38.09,14.99,2.21,97.02,122.28
2019041418,34.79,18.33,2.12,97.07,6.25
2019041419,33.15,20.43,2.48,97.13,0.0
2019041420,31.95,22.3,2.6,97.21,0.0
2019041421,30.87,24.07,2.66,97.25,0.0
2019041422,30.06,25.64,2.67,97.24,0.0
2019041423,29.47,27.0,2.65,97.19,0.0
2019041500,28.88,28.31,2.83,97.13,0.0
2019041501,28.42,29.26,3.22,97.08,0.0
2019041502,27.74,30.52,3.3,97.06,0.0
2019041503,26.85,32.15,3.18,97.06,0.0
2019041504,26.33,33.12,3.12,97.09,0.0
2019041505,25.98,33.78,3.15,97.14,0.0
2019041506,26.83,32.15,3.91,97.2,72.88
2019041507,28.97,28.28,4.24,97.27,231.45
2019041508,32.75,22.37,4.42,97.31,464.88
2019041509,36.02,18.37,3.53,97.32,621.03
2019041510,38.19,16.52,3.14,97.28,771.12
2019041511,39.64,15.87,3.95,97.2,782.0
2019041512,40.27,16.1,5.71,97.1,792.33
2019041513,38.62,18.86,9.51,97.04,737.92
2019041514,33.42,29.48,14.41,97.14,548.1
2019041515,29.39,40.53,12.2,97.23,357.73
2019041516,29.0,40.09,6.27,97.19,201.93
2019041517,29.06,37.95,3.9,97.08,80.05
2019041518,28.34,38.9,3.6,97.11,4.07
2019041519,27.43,41.02,2.83,97.22,0.0
2019041520,26.85,43.75,3.37,97.31,0.0
2019041521,26.38,47.42,4.39,97.34,0.0
2019041522,25.85,51.55,3.98,97.32,0.0
2019041523,25.26,55.52,2.6,97.26,0.0
2019041600,24.77,58.46,1.54,97.21,0.0
2019041601,24.46,60.13,1.1,97.16,0.0
2019041602,24.03,61.98,1.34,97.12,0.0
2019041603,23.41,64.7,1.99,97.11,0.0
2019041604,22.93,66.78,2.36,97.12,0.0
2019041605,22.94,66.39,2.92,97.17,0.0
2019041606,23.66,62.44,4.36,97.22,52.35
2019041607,25.87,50.87,4.43,97.27,167.85
2019041608,28.58,39.46,4.47,97.3,261.4
2019041609,30.58,33.2,4.97,97.32,464.7
2019041610,32.24,28.51,5.68,97.29,648.6
2019041611,33.53,24.83,6.43,97.23,753.47
2019041612,34.34,22.03,7.17,97.16,712.78
2019041613,34.57,20.44,7.65,97.08,595.25
2019041614,34.21,20.03,7.38,97.0,489.1
2019041615,33.23,20.91,6.69,96.97,346.9
2019041616,31.97,22.68,5.95,96.97,199.23
2019041617,30.69,25.48,5.02,97.0,78.53
2019041618,29.02,30.3,3.07,97.06,4.38
2019041619,28.0,34.21,2.18,97.12,0.0
2019041620,27.31,37.21,1.92,97.17,0.0
2019041621,26.23,40.55,1.69,97.15,0.0
2019041622,25.37,44.3,0.99,97.08,0.0
2019041623,25.06,49.04,2.02,97.14,0.0
2019041700,24.39,53.53,4.75,97.18,0.0
2019041701,23.26,61.86,5.93,97.14,0.0
2019041702,22.34,69.66,4.92,97.11,0.0
2019041703,21.63,74.82,3.84,97.1,0.0
2019041704,20.95,79.02,3.46,97.12,0.0
2019041705,20.44,81.92,3.46,97.2,0.0
2019041706,21.06,78.12,4.71,97.28,76.2
2019041707,23.26,61.85,5.62,97.37,269.6
2019041708,25.3,48.24,5.03,97.43,533.0
2019041709,26.69,40.6,4.35,97.46,734.62
2019041710,27.88,35.15,3.79,97.46,852.92
2019041711,28.78,31.58,3.29,97.42,831.7
2019041712,29.03,30.1,3.03,97.35,757.4
2019041713,29.03,29.89,3.22,97.3,635.5
2019041714,28.59,30.77,3.57,97.25,593.25
