time,T2M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN
2019010100,9.13,25.49,3.3,98.32,0.0
2019010101,8.44,27.7,3.33,98.29,0.0
2019010102,7.85,29.56,3.33,98.27,0.0
2019010103,7.38,31.13,3.25,98.24,0.0
2019010104,7.01,32.09,3.11,98.24,0.0
2019010105,6.6,33.18,3.13,98.26,0.0
2019010106,6.13,33.95,3.33,98.3,0.0
2019010107,7.7,30.04,3.26,98.35,46.9
2019010108,12.37,21.33,4.39,98.42,202.77
2019010109,15.55,16.91,2.89,98.46,383.12
2019010110,20.2,12.01,1.65,98.43,551.8
2019010111,23.79,8.3,1.71,98.3,632.97
2019010112,24.94,7.44,1.93,98.18,672.97
2019010113,25.43,7.12,1.86,98.07,629.9
2019010114,25.39,7.18,1.67,98.0,505.25
2019010115,24.75,7.41,1.53,97.97,328.77
2019010116,22.19,9.88,1.25,97.99,127.43
2019010117,19.85,10.6,1.53,98.04,5.03
2019010118,18.66,11.42,1.65,98.09,0.0
2019010119,17.75,12.25,1.64,98.12,0.0
2019010120,17.07,12.95,1.49,98.13,0.0
2019010121,16.52,13.49,1.27,98.12,0.0
2019010122,15.82,14.28,1.1,98.11,0.0
2019010123,15.2,15.05,1.12,98.1,0.0
2019010200,14.53,15.9,1.21,98.12,0.0
2019010201,13.84,16.73,1.36,98.12,0.0
2019010202,13.04,17.94,1.57,98.1,0.0
2019010203,12.43,18.99,1.73,98.07,0.0
2019010204,11.97,20.02,1.85,98.07,0.0
2019010205,11.61,20.86,1.92,98.1,0.0
2019010206,11.47,21.41,1.88,98.16,0.0
2019010207,12.04,21.09,1.77,98.26,48.25
2019010208,15.0,18.33,1.8,98.36,212.88
2019010209,17.69,15.3,1.74,98.43,405.35
2019010210,21.94,15.16,2.45,98.39,591.42
2019010211,24.75,17.17,3.09,98.28,673.72
2019010212,25.77,16.23,3.32,98.18,704.85
2019010213,26.14,15.22,3.48,98.1,645.67
2019010214,25.91,14.77,3.52,98.07,516.92
2019010215,25.0,15.15,3.54,98.09,334.08
2019010216,21.4,19.33,2.56,98.16,128.07
2019010217,17.08,25.32,3.1,98.23,5.4
2019010218,15.54,28.32,3.35,98.31,0.0
2019010219,14.43,30.91,3.4,98.37,0.0
2019010220,13.51,33.12,3.33,98.38,0.0
2019010221,12.72,34.87,3.26,98.35,0.0
2019010222,11.88,36.5,3.15,98.33,0.0
2019010223,11.13,38.0,3.08,98.33,0.0
2019010300,10.49,39.17,2.94,98.36,0.0
2019010301,9.85,40.77,2.9,98.38,0.0
2019010302,9.06,42.86,3.03,98.38,0.0
2019010303,8.36,44.78,3.16,98.36,0.0
2019010304,7.83,46.43,3.26,98.38,0.0
2019010305,7.41,47.65,3.35,98.42,0.0
2019010306,7.06,48.52,3.4,98.46,0.0
2019010307,8.48,43.93,3.02,98.53,57.83
2019010308,12.51,33.49,3.78,98.62,236.35
2019010309,15.6,27.33,2.67,98.67,422.65
2019010310,20.03,20.33,2.05,98.65,575.95
2019010311,22.75,16.05,1.48,98.54,657.53
2019010312,23.9,13.57,0.93,98.43,681.35
2019010313,24.49,12.01,0.77,98.33,634.47
2019010314,24.44,11.58,1.2,98.27,507.62
2019010315,23.76,12.22,1.74,98.25,322.23
2019010316,20.91,15.62,1.7,98.25,119.57
2019010317,17.59,19.05,2.33,98.27,5.3
2019010318,15.63,21.86,2.8,98.32,0.0
2019010319,14.24,24.4,3.1,98.36,0.0
2019010320,13.16,26.71,3.3,98.39,0.0
2019010321,13.03,27.56,3.31,98.38,0.0
2019010322,12.95,28.43,3.23,98.32,0.0
2019010323,12.42,30.4,3.2,98.27,0.0
2019010400,11.79,32.71,3.24,98.27,0.0
2019010401,11.0,35.43,3.29,98.27,0.0
2019010402,10.52,37.44,3.26,98.24,0.0
2019010403,10.31,38.71,3.12,98.22,0.0
2019010404,9.8,40.84,3.03,98.24,0.0
2019010405,9.13,43.56,3.06,98.27,0.0
2019010406,8.97,44.87,3.09,98.31,0.0
2019010407,10.27,41.65,3.71,98.38,39.05
2019010408,12.31,36.74,4.15,98.46,141.75
2019010409,14.71,31.71,3.35,98.49,257.35
2019010410,18.96,22.9,3.35,98.43,336.73
2019010411,22.04,16.72,3.06,98.32,418.1
2019010412,23.16,14.6,2.67,98.2,525.38
2019010413,23.56,13.54,2.34,98.1,451.52
2019010414,23.38,13.29,1.92,98.02,337.5
2019010415,22.13,15.04,0.9,97.96,203.9
2019010416,21.16,15.39,0.04,97.93,78.32
2019010417,19.23,16.85,0.68,97.94,3.78
2019010418,17.78,18.46,0.91,97.98,0.0
2019010419,16.56,20.2,1.07,98.0,0.0
2019010420,15.53,21.85,1.32,98.05,0.0
2019010421,14.82,23.34,1.74,98.06,0.0
2019010422,13.98,24.94,2.04,98.05,0.0
2019010423,12.95,26.87,2.32,98.02,0.0
2019010500,12.02,28.67,2.64,98.0,0.0
2019010501,11.4,29.86,2.88,97.98,0.0
2019010502,10.97,30.59,3.0,97.94,0.0
2019010503,10.55,31.2,3.06,97.9,0.0
2019010504,10.06,31.86,3.14,97.9,0.0
2019010505,9.58,32.52,3.24,97.94,0.0
2019010506,9.13,33.27,3.31,98.0,0.0
2019010507,10.37,30.77,3.22,98.09,59.2
2019010508,14.58,23.63,3.97,98.15,242.9
2019010509,17.78,19.58,3.05,98.19,429.35
2019010510,22.42,15.96,1.6,98.14,577.12
2019010511,24.49,15.5,1.94,98.04,657.72
2019010512,25.42,15.47,2.1,97.92,677.58
2019010513,25.84,15.97,2.17,97.81,620.2
2019010514,25.62,16.93,2.21,97.75,473.7
2019010515,24.79,18.23,2.14,97.71,291.62
2019010516,21.85,22.55,1.75,97.73,109.12
2019010517,18.85,27.08,2.29,97.78,5.3
2019010518,16.94,30.64,2.84,97.83,0.0
2019010519,15.61,33.1,3.28,97.89,0.0
2019010520,14.66,34.26,3.58,97.93,0.0
2019010521,13.79,34.86,3.85,97.94,0.0
2019010522,12.85,35.8,3.91,97.92,0.0
2019010523,11.94,37.32,3.79,97.91,0.0
2019010600,11.13,39.26,3.59,97.91,0.0
2019010601,10.44,41.11,3.45,97.92,0.0
2019010602,9.89,43.16,3.55,97.9,0.0
2019010603,9.3,45.7,3.77,97.89,0.0
2019010604,8.64,49.05,4.06,97.9,0.0
2019010605,7.95,53.19,4.29,97.96,0.0
2019010606,7.29,57.84,4.35,98.04,0.0
2019010607,7.67,58.65,5.08,98.12,35.17
2019010608,9.44,54.18,4.9,98.19,162.32
2019010609,12.73,45.27,4.51,98.24,295.77
2019010610,16.83,34.42,6.22,98.23,421.02
2019010611,19.34,27.0,6.66,98.17,548.42
2019010612,20.31,24.41,6.6,98.08,588.78
2019010613,20.58,23.74,6.8,98.04,534.95
2019010614,20.21,24.15,6.82,98.02,414.35
2019010615,19.44,25.27,6.49,98.05,253.43
2019010616,17.43,29.07,4.55,98.1,94.7
2019010617,13.54,38.25,3.51,98.15,5.2
2019010618,12.34,42.61,3.57,98.23,0.0
2019010619,11.44,46.76,3.52,98.3,0.0
2019010620,10.57,51.29,3.43,98.33,0.0
2019010621,9.77,55.8,3.33,98.33,0.0
2019010622,9.04,59.97,3.21,98.32,0.0
2019010623,8.41,63.55,3.09,98.28,0.0
2019010700,7.87,66.65,2.97,98.25,0.0
2019010701,7.43,69.13,2.81,98.23,0.0
2019010702,7.02,71.38,2.67,98.19,0.0
2019010703,6.61,73.89,2.52,98.17,0.0
2019010704,6.17,76.52,2.45,98.2,0.0
2019010705,5.69,79.49,2.48,98.26,0.0
2019010706,5.22,82.54,2.56,98.32,0.0
2019010707,6.63,75.39,2.36,98.38,46.42
2019010708,9.98,60.59,3.09,98.43,200.25
2019010709,13.52,48.28,2.81,98.47,369.9
2019010710,17.32,36.22,3.79,98.43,519.22
2019010711,19.32,28.9,3.44,98.33,604.25
2019010712,20.63,24.23,3.0,98.24,684.03
2019010713,21.35,21.81,2.79,98.19,623.35
2019010714,21.38,20.96,2.94,98.17,490.65
2019010715,20.67,21.57,3.05,98.16,310.4
2019010716,18.18,25.41,2.23,98.16,119.25
2019010717,14.14,33.68,2.73,98.19,6.55
2019010718,12.75,37.75,2.98,98.24,0.0
2019010719,11.77,41.42,3.07,98.3,0.0
2019010720,10.87,45.32,3.27,98.34,0.0
2019010721,10.1,49.36,3.36,98.32,0.0
2019010722,9.37,53.69,3.35,98.29,0.0
2019010723,8.67,58.09,3.3,98.25,0.0
2019010800,8.04,62.22,3.22,98.22,0.0
2019010801,7.51,65.84,3.14,98.18,0.0
2019010802,7.08,68.72,3.04,98.15,0.0
2019010803,6.85,70.61,2.92,98.15,0.0
2019010804,6.68,72.25,2.81,98.17,0.0
2019010805,6.44,73.97,2.71,98.21,0.0
2019010806,5.79,77.92,2.72,98.25,0.0
2019010807,7.18,71.46,2.55,98.31,49.3
2019010808,10.4,57.87,3.15,98.35,213.02
2019010809,14.09,44.8,2.47,98.35,394.5
2019010810,18.02,31.26,1.73,98.28,556.47
2019010811,19.67,26.38,0.67,98.15,644.95
2019010812,20.91,22.88,0.92,98.06,687.47
2019010813,21.72,20.55,1.87,97.96,625.9
2019010814,21.82,19.57,2.47,97.9,499.67
2019010815,21.16,20.06,2.74,97.88,324.48
2019010816,18.63,23.84,2.14,97.9,129.77
2019010817,14.66,31.63,2.75,97.93,7.22
2019010818,13.23,35.87,3.14,97.99,0.0
2019010819,12.3,39.25,3.34,98.06,0.0
2019010820,11.52,42.38,3.39,98.11,0.0
2019010821,10.79,45.22,3.33,98.12,0.0
2019010822,10.1,47.72,3.22,98.1,0.0
2019010823,9.52,49.74,3.08,98.09,0.0
2019010900,9.11,51.14,2.89,98.1,0.0
2019010901,8.76,52.37,2.71,98.11,0.0
2019010902,8.33,53.91,2.65,98.09,0.0
2019010903,7.85,55.53,2.67,98.05,0.0
2019010904,7.42,57.19,2.68,98.06,0.0
2019010905,7.05,58.54,2.68,98.12,0.0
2019010906,6.72,59.93,2.7,98.2,0.0
2019010907,8.07,54.83,2.39,98.28,54.75
2019010908,11.7,43.01,2.77,98.34,225.35
2019010909,14.71,35.34,2.11,98.38,404.02
2019010910,18.92,26.61,3.19,98.33,559.58
2019010911,20.97,23.98,3.15,98.25,639.47
2019010912,22.3,23.08,3.0,98.16,679.0
2019010913,22.97,22.7,2.97,98.08,617.78
2019010914,23.04,22.82,2.99,98.03,498.75
2019010915,22.41,23.76,3.0,98.02,325.88
2019010916,19.8,28.24,2.15,98.04,132.15
2019010917,16.0,36.23,2.53,98.07,7.82
2019010918,14.65,39.71,2.65,98.1,0.0
2019010919,13.74,42.34,2.64,98.15,0.0
2019010920,12.94,44.73,2.62,98.17,0.0
2019010921,12.22,46.99,2.58,98.15,0.0
2019010922,11.68,48.69,2.45,98.13,0.0
2019010923,11.33,49.7,2.26,98.11,0.0
2019011000,10.97,50.79,2.09,98.12,0.0
2019011001,10.43,52.64,2.06,98.11,0.0
2019011002,9.73,55.14,2.14,98.05,0.0
2019011003,8.96,58.18,2.27,98.0,0.0
2019011004,8.2,61.25,2.44,97.98,0.0
2019011005,7.76,63.14,2.42,98.03,0.0
2019011006,7.21,65.61,2.52,98.1,0.0
2019011007,8.35,61.02,2.39,98.16,48.12
2019011008,12.23,47.23,3.03,98.24,211.35
2019011009,15.75,37.5,2.57,98.26,406.95
2019011010,19.84,26.86,1.14,98.2,582.4
2019011011,21.74,21.51,0.81,98.08,663.83
2019011012,23.01,18.22,1.05,97.96,693.12
2019011013,23.81,15.96,1.38,97.84,639.58
2019011014,23.96,14.8,1.53,97.75,510.3
2019011015,23.41,14.86,1.5,97.72,325.62
2019011016,21.25,17.38,1.26,97.72,127.75
2019011017,19.03,19.3,1.39,97.73,7.8
2019011018,18.04,20.4,1.5,97.78,0.0
2019011019,17.19,21.45,1.49,97.83,0.0
2019011020,16.34,22.65,1.66,97.87,0.0
2019011021,15.06,24.5,1.97,97.88,0.0
2019011022,13.3,27.46,2.51,97.89,0.0
2019011023,11.67,30.68,2.97,97.9,0.0
2019011100,10.55,33.42,3.35,97.91,0.0
2019011101,9.92,35.63,3.49,97.9,0.0
2019011102,9.38,37.87,3.44,97.87,0.0
2019011103,8.97,39.88,3.3,97.85,0.0
2019011104,8.6,41.59,3.21,97.86,0.0
2019011105,8.24,42.93,3.21,97.92,0.0
2019011106,7.99,43.71,3.26,98.0,0.0
2019011107,9.74,38.73,3.57,98.08,46.28
2019011108,12.85,31.43,4.46,98.16,203.32
2019011109,16.38,25.12,3.63,98.21,370.3
2019011110,21.13,18.28,3.28,98.17,530.85
2019011111,23.55,16.3,2.29,98.08,575.0
2019011112,24.53,16.12,1.75,97.97,653.58
2019011113,24.96,16.78,1.45,97.86,598.67
2019011114,24.92,17.9,1.14,97.8,494.2
2019011115,24.33,19.16,1.03,97.77,315.45
2019011116,22.32,22.21,1.03,97.78,124.75
2019011117,19.47,25.65,1.8,97.81,7.95
2019011118,17.34,28.38,2.63,97.88,0.0
2019011119,15.58,30.44,3.29,97.94,0.0
2019011120,14.51,31.29,3.7,97.97,0.0
2019011121,13.69,32.2,3.93,97.97,0.0
2019011122,12.92,33.65,4.12,97.97,0.0
2019011123,12.19,35.63,4.14,97.96,0.0
2019011200,11.52,37.81,4.0,97.94,0.0
2019011201,10.88,40.28,3.78,97.92,0.0
2019011202,10.29,42.88,3.48,97.88,0.0
2019011203,9.74,45.52,3.28,97.84,0.0
2019011204,9.29,47.58,3.18,97.82,0.0
2019011205,8.92,48.93,3.15,97.85,0.0
2019011206,8.58,50.11,3.14,97.93,0.0
2019011207,10.17,45.06,3.48,98.01,50.83
2019011208,13.01,37.15,4.18,98.07,218.7
2019011209,16.49,29.53,3.31,98.12,401.65
2019011210,21.53,20.57,3.09,98.09,555.38
2019011211,23.91,19.32,2.19,97.99,608.75
2019011212,24.87,20.11,1.63,97.88,594.35
2019011213,25.2,20.92,1.22,97.77,547.47
2019011214,24.89,21.89,0.8,97.7,412.38
2019011215,24.18,23.14,0.69,97.68,261.73
2019011216,22.36,26.47,0.9,97.7,103.15
2019011217,19.9,31.21,1.58,97.74,7.07
2019011218,18.21,35.45,2.11,97.82,0.0
2019011219,16.86,39.21,2.49,97.9,0.0
2019011220,15.81,42.11,2.75,97.93,0.0
2019011221,14.88,44.15,2.9,97.94,0.0
2019011222,14.4,44.77,2.86,97.93,0.0
2019011223,13.79,45.19,2.68,97.93,0.0
2019011300,13.34,45.31,2.41,97.95,0.0
2019011301,13.03,45.1,2.16,97.95,0.0
2019011302,12.57,45.5,2.01,97.93,0.0
2019011303,12.04,46.22,1.91,97.93,0.0
2019011304,11.4,47.77,1.98,97.96,0.0
2019011305,10.74,49.7,2.11,98.02,0.0
2019011306,10.19,51.36,2.2,98.13,0.0
2019011307,10.99,50.43,2.04,98.24,47.08
2019011308,13.72,41.88,2.58,98.34,206.4
2019011309,16.81,33.86,2.27,98.4,383.7
2019011310,20.96,27.77,2.57,98.37,533.72
2019011311,22.41,27.13,2.32,98.3,625.95
2019011312,23.26,26.08,2.39,98.21,642.33
2019011313,23.65,24.91,2.84,98.13,585.12
2019011314,23.45,24.45,3.46,98.09,456.83
2019011315,22.67,24.72,4.01,98.08,284.8
2019011316,20.31,28.23,3.07,98.1,111.05
2019011317,16.61,35.2,3.46,98.15,8.02
2019011318,15.63,37.59,3.96,98.22,0.0
2019011319,14.87,40.25,4.33,98.28,0.0
2019011320,14.05,43.93,4.59,98.32,0.0
2019011321,13.32,48.03,4.84,98.36,0.0
2019011322,12.64,52.38,4.99,98.38,0.0
2019011323,12.0,56.21,5.13,98.39,0.0
2019011400,11.43,59.07,5.23,98.4,0.0
2019011401,10.88,60.9,5.28,98.4,0.0
2019011402,10.24,62.15,5.19,98.37,0.0
2019011403,9.43,63.61,4.79,98.33,0.0
2019011404,8.6,64.74,4.33,98.33,0.0
2019011405,7.7,65.86,3.73,98.37,0.0
2019011406,6.83,66.76,3.23,98.41,0.0
2019011407,8.07,58.89,3.72,98.48,42.72
2019011408,10.55,48.39,3.56,98.57,191.3
2019011409,14.41,36.12,3.12,98.62,364.75
2019011410,18.55,23.32,3.92,98.61,508.15
2019011411,20.24,16.92,4.0,98.52,606.8
2019011412,21.33,13.44,4.05,98.39,671.7
2019011413,21.89,11.83,4.09,98.27,622.53
2019011414,21.72,11.4,4.04,98.19,500.77
2019011415,20.96,11.43,3.78,98.15,329.23
2019011416,18.41,14.06,2.72,98.17,139.45
2019011417,13.77,19.22,3.13,98.2,10.18
2019011418,12.31,20.93,3.24,98.23,0.0
2019011419,11.29,22.52,3.35,98.29,0.0
2019011420,10.46,24.06,3.5,98.33,0.0
2019011421,9.72,25.68,3.46,98.33,0.0
2019011422,8.98,27.12,3.35,98.32,0.0
2019011423,8.31,28.52,3.3,98.31,0.0
2019011500,7.75,29.63,3.17,98.29,0.0
2019011501,7.33,30.32,2.96,98.26,0.0
2019011502,6.94,30.98,2.79,98.23,0.0
2019011503,6.54,31.67,2.75,98.2,0.0
2019011504,6.33,31.96,2.61,98.19,0.0
2019011505,6.76,30.88,2.16,98.22,0.0
2019011506,7.34,29.38,1.66,98.27,0.0
2019011507,8.39,27.8,1.32,98.32,53.92
2019011508,10.76,23.47,1.79,98.37,237.75
2019011509,13.06,20.28,1.44,98.4,432.5
2019011510,17.6,14.28,0.4,98.39,592.45
2019011511,20.43,10.91,0.83,98.29,679.62
2019011512,21.96,9.44,0.9,98.18,719.47
2019011513,22.92,8.67,1.0,98.07,666.72
2019011514,23.21,8.41,1.26,98.01,553.72
2019011515,22.66,8.69,1.03,97.97,377.4
2019011516,20.95,11.54,0.74,97.97,169.18
2019011517,18.47,12.95,1.14,98.01,12.5
2019011518,17.31,13.46,1.45,98.06,0.0
2019011519,16.26,14.31,1.63,98.09,0.0
2019011520,15.17,15.53,1.85,98.1,0.0
2019011521,14.03,16.81,2.1,98.09,0.0
2019011522,13.15,18.11,2.32,98.05,0.0
2019011523,12.42,18.88,2.46,98.02,0.0
2019011600,11.44,19.68,2.56,98.01,0.0
2019011601,10.65,20.25,2.59,98.01,0.0
2019011602,10.33,20.18,2.54,97.97,0.0
2019011603,10.2,19.84,2.45,97.95,0.0
2019011604,9.66,19.79,2.41,97.95,0.0
2019011605,8.96,20.07,2.46,97.98,0.0
2019011606,8.2,20.85,2.64,98.03,0.0
2019011607,9.39,19.78,2.58,98.09,51.38
2019011608,13.65,14.82,3.53,98.14,221.02
2019011609,16.75,12.31,2.93,98.17,420.85
2019011610,20.88,9.0,2.18,98.15,581.83
2019011611,23.03,8.05,2.59,98.05,639.08
2019011612,23.77,7.96,3.18,97.95,697.2
2019011613,24.44,7.85,3.43,97.87,621.12
2019011614,24.83,7.76,3.34,97.81,477.6
2019011615,24.21,8.05,2.88,97.78,311.58
2019011616,21.21,11.77,1.82,97.77,133.0
2019011617,18.47,12.7,1.93,97.81,11.6
2019011618,17.22,13.28,2.05,97.88,0.0
2019011619,16.13,14.15,2.19,97.94,0.0
2019011620,14.96,15.35,2.44,97.99,0.0
2019011621,13.93,16.42,2.63,98.02,0.0
2019011622,12.81,17.55,2.79,98.01,0.0
2019011623,11.8,18.53,2.9,97.99,0.0
2019011700,11.05,19.35,2.93,97.96,0.0
2019011701,10.5,19.94,2.86,97.93,0.0
2019011702,10.3,20.21,2.66,97.92,0.0
2019011703,10.31,20.31,2.39,97.9,0.0
2019011704,10.29,20.59,2.17,97.9,0.0
2019011705,10.17,21.02,2.02,97.93,0.0
2019011706,9.8,21.95,2.06,98.0,0.0
2019011707,10.45,22.15,2.16,98.07,47.2
2019011708,13.99,17.65,3.0,98.14,212.25
2019011709,16.99,14.9,2.95,98.19,406.58
2019011710,21.74,10.23,4.7,98.16,570.25
2019011711,23.81,9.55,4.82,98.07,673.33
2019011712,25.28,10.34,4.42,97.94,719.92
2019011713,26.03,10.95,3.82,97.84,660.3
2019011714,25.99,11.63,3.25,97.78,535.97
2019011715,25.33,12.67,2.81,97.78,360.33
2019011716,21.97,17.12,2.2,97.8,158.7
2019011717,17.68,21.96,3.06,97.84,12.73
2019011718,15.87,24.74,3.6,97.9,0.0
2019011719,14.79,26.72,3.76,97.97,0.0
2019011720,13.81,28.29,3.76,98.02,0.0
2019011721,12.85,29.81,3.7,98.04,0.0
2019011722,11.93,31.21,3.63,98.04,0.0
2019011723,11.1,32.38,3.57,98.02,0.0
2019011800,10.38,33.34,3.52,98.0,0.0
2019011801,9.79,33.9,3.49,97.99,0.0
2019011802,9.29,34.24,3.49,97.97,0.0
2019011803,8.85,34.58,3.44,97.95,0.0
2019011804,8.48,35.18,3.37,97.96,0.0
2019011805,8.17,35.66,3.32,98.02,0.0
2019011806,7.94,36.1,3.28,98.1,0.0
2019011807,9.94,31.44,3.14,98.18,52.05
2019011808,13.42,24.89,4.2,98.23,222.52
2019011809,16.83,20.15,3.36,98.25,413.52
2019011810,21.93,15.92,2.95,98.2,576.97
2019011811,24.77,14.95,1.35,98.08,665.95
2019011812,26.42,14.31,0.99,97.94,717.15
2019011813,27.3,13.88,1.42,97.83,666.0
2019011814,27.45,13.79,1.68,97.76,547.1
2019011815,26.9,14.1,1.57,97.74,373.62
2019011816,24.77,17.2,1.1,97.74,169.4
2019011817,22.3,19.1,1.22,97.77,14.15
2019011818,20.9,20.63,1.45,97.83,0.0
2019011819,19.49,22.45,1.88,97.9,0.0
2019011820,17.72,24.79,2.3,97.95,0.0
2019011821,16.0,27.05,2.66,97.96,0.0
2019011822,14.47,28.98,3.0,97.94,0.0
2019011823,13.33,30.17,3.19,97.89,0.0
2019011900,12.52,30.73,3.24,97.86,0.0
2019011901,11.92,30.72,3.16,97.83,0.0
2019011902,11.37,30.56,3.07,97.79,0.0
2019011903,10.8,30.52,3.14,97.75,0.0
2019011904,10.27,30.49,3.24,97.74,0.0
2019011905,9.81,30.55,3.29,97.77,0.0
2019011906,9.42,30.72,3.23,97.87,0.0
2019011907,11.41,26.81,2.79,97.97,52.83
2019011908,15.0,21.14,3.57,98.07,217.3
2019011909,18.19,17.64,2.47,98.14,402.5
2019011910,23.28,14.76,2.4,98.13,553.58
2019011911,26.05,13.71,3.57,98.06,640.75
2019011912,27.0,13.35,3.86,97.94,677.65
2019011913,27.63,13.19,3.93,97.83,645.6
2019011914,27.64,13.51,3.82,97.78,533.3
2019011915,27.01,14.24,3.49,97.76,363.48
2019011916,24.11,17.95,2.18,97.77,167.2
2019011917,20.99,21.39,2.24,97.8,14.93
2019011918,20.17,22.52,2.12,97.87,0.0
2019011919,19.87,23.22,1.88,97.93,0.0
2019011920,19.76,23.52,1.46,97.95,0.0
2019011921,19.18,24.38,1.11,97.94,0.0
2019011922,18.3,25.68,1.23,97.9,0.0
2019011923,17.13,27.32,1.66,97.87,0.0
2019012000,15.85,29.28,2.07,97.85,0.0
2019012001,14.69,30.99,2.38,97.86,0.0
2019012002,13.76,32.31,2.62,97.86,0.0
2019012003,12.95,33.54,2.83,97.84,0.0
2019012004,12.33,34.28,3.02,97.84,0.0
2019012005,11.67,35.13,3.22,97.87,0.0
2019012006,10.99,36.05,3.43,97.92,0.0
2019012007,12.95,31.06,3.4,97.96,40.75
2019012008,17.06,23.44,4.86,98.0,184.12
2019012009,20.54,18.93,4.02,98.02,366.73
2019012010,25.36,14.71,5.01,97.99,545.6
2019012011,27.32,13.01,5.48,97.9,672.33
2019012012,28.19,12.6,5.29,97.79,742.85
2019012013,28.48,12.53,4.86,97.68,690.42
2019012014,28.29,12.74,4.38,97.6,567.47
2019012015,27.52,13.41,3.95,97.56,376.05
2019012016,24.43,17.16,2.42,97.55,164.43
2019012017,21.0,21.51,2.49,97.56,15.2
2019012018,20.68,22.59,2.1,97.58,0.0
2019012019,20.72,23.18,1.68,97.62,0.0
2019012020,19.73,25.33,1.87,97.66,0.0
2019012021,18.27,28.8,2.31,97.69,0.0
2019012022,17.18,32.04,2.43,97.67,0.0
2019012023,16.47,34.34,2.27,97.63,0.0
2019012100,16.08,35.61,1.98,97.6,0.0
2019012101,15.87,36.26,1.66,97.57,0.0
2019012102,15.73,36.57,1.41,97.53,0.0
2019012103,15.49,36.95,1.3,97.5,0.0
2019012104,15.29,37.15,1.22,97.49,0.0
2019012105,15.06,37.44,1.06,97.52,0.0
2019012106,14.33,39.38,1.37,97.6,0.0
2019012107,14.28,40.4,1.82,97.67,43.1
2019012108,15.76,37.78,2.45,97.7,154.0
2019012109,17.83,33.44,1.79,97.71,273.95
2019012110,21.73,24.68,1.12,97.66,379.27
2019012111,25.0,18.61,2.11,97.53,471.55
2019012112,26.46,16.63,3.25,97.37,428.27
2019012113,26.99,15.92,4.58,97.23,345.98
2019012114,26.62,16.03,5.4,97.13,297.08
2019012115,25.59,16.94,5.53,97.1,189.43
2019012116,23.27,20.33,4.02,97.1,88.72
2019012117,19.36,29.1,3.79,97.14,8.8
2019012118,17.39,38.98,4.77,97.23,0.0
2019012119,15.73,50.06,5.95,97.32,0.0
2019012120,14.36,59.48,6.49,97.41,0.0
2019012121,13.5,65.23,6.47,97.45,0.0
2019012122,12.67,70.04,5.9,97.46,0.0
2019012123,11.91,74.51,5.22,97.44,0.0
2019012200,11.07,79.95,4.1,97.45,0.0
2019012201,10.19,86.15,2.95,97.44,0.0
2019012202,9.35,92.33,2.27,97.42,0.0
2019012203,8.69,97.64,1.93,97.42,0.0
2019012204,8.39,100.0,1.59,97.46,0.0
2019012205,8.34,100.0,1.31,97.54,0.0
2019012206,8.21,100.0,1.26,97.66,0.0
2019012207,9.34,94.43,1.8,97.76,48.58
2019012208,11.98,79.81,1.94,97.84,196.98
2019012209,15.4,58.47,2.25,97.88,370.23
2019012210,17.73,44.18,2.47,97.86,528.35
2019012211,19.46,36.09,3.05,97.78,606.97
2019012212,20.59,31.36,3.62,97.68,651.88
2019012213,21.2,28.51,3.97,97.58,634.97
2019012214,21.24,27.06,3.82,97.52,508.92
2019012215,20.62,27.02,3.32,97.51,327.52
2019012216,19.39,29.03,2.3,97.54,142.62
2019012217,16.83,35.09,1.77,97.6,12.57
2019012218,15.9,36.75,1.81,97.68,0.0
2019012219,15.01,39.03,2.01,97.76,0.0
2019012220,14.15,41.38,2.25,97.81,0.0
2019012221,13.38,43.72,2.41,97.82,0.0
2019012222,12.28,47.31,2.53,97.82,0.0
2019012223,11.62,49.98,2.55,97.81,0.0
2019012300,10.92,52.83,2.56,97.8,0.0
2019012301,10.17,56.04,2.56,97.79,0.0
2019012302,9.6,58.74,2.52,97.78,0.0
2019012303,9.16,61.04,2.46,97.78,0.0
2019012304,8.73,63.41,2.45,97.79,0.0
2019012305,8.31,65.99,2.48,97.86,0.0
2019012306,7.89,68.7,2.54,97.94,0.0
2019012307,9.78,61.55,2.43,98.03,51.95
2019012308,12.92,50.97,3.08,98.1,224.52
2019012309,17.07,37.34,1.98,98.16,427.77
2019012310,19.51,30.31,0.95,98.17,602.83
2019012311,20.61,27.2,0.67,98.11,691.72
2019012312,21.35,24.86,0.8,98.01,729.08
2019012313,21.75,23.27,1.12,97.93,670.42
2019012314,21.72,22.46,1.52,97.88,567.67
2019012315,21.21,22.48,1.86,97.87,369.9
2019012316,19.76,25.07,1.89,97.88,166.02
2019012317,15.76,33.41,2.43,97.92,15.6
2019012318,14.12,37.26,3.05,97.99,0.0
2019012319,13.27,40.44,3.37,98.08,0.0
2019012320,12.6,43.46,3.64,98.14,0.0
2019012321,11.98,46.07,3.97,98.17,0.0
2019012322,11.29,48.81,4.21,98.17,0.0
2019012323,10.52,51.99,4.17,98.16,0.0
2019012400,9.8,55.2,4.02,98.16,0.0
2019012401,9.16,58.3,3.81,98.16,0.0
2019012402,8.62,61.31,3.7,98.15,0.0
2019012403,8.18,63.88,3.69,98.14,0.0
2019012404,7.79,65.91,3.68,98.15,0.0
2019012405,7.44,67.68,3.69,98.18,0.0
