time,T2M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN
2020060323,25.74,69.29,6.7,96.75,0.0
2020060400,25.48,69.27,6.31,96.72,0.0
2020060401,25.11,70.12,5.74,96.69,0.0
2020060402,24.66,71.87,4.83,96.67,0.0
2020060403,24.19,74.22,3.68,96.67,0.0
2020060404,23.8,76.35,2.86,96.68,0.0
2020060405,23.83,76.09,2.66,96.72,18.92
2020060406,25.48,65.61,3.33,96.78,149.07
2020060407,28.33,51.58,3.49,96.81,343.27
2020060408,31.74,38.3,2.86,96.82,562.38
2020060409,33.62,34.5,1.74,96.8,743.83
2020060410,34.82,33.3,0.56,96.74,878.55
2020060411,35.75,32.74,1.16,96.67,953.12
2020060412,36.2,32.8,2.55,96.59,972.12
2020060413,36.2,33.72,3.76,96.53,886.8
2020060414,35.68,35.7,4.54,96.49,780.9
2020060415,34.76,38.66,4.77,96.48,601.0
2020060416,33.93,41.17,4.45,96.48,372.17
2020060417,32.93,44.7,3.71,96.5,168.35
2020060418,31.31,54.77,2.34,96.54,25.48
2020060419,29.91,63.51,1.95,96.6,0.0
2020060420,29.33,66.64,1.75,96.67,0.0
2020060421,28.89,68.05,1.38,96.72,0.0
2020060422,28.67,67.08,0.87,96.75,0.0
2020060423,28.44,64.99,0.38,96.73,0.0
2020060500,27.59,69.05,1.0,96.7,0.0
2020060501,26.54,73.37,1.98,96.66,0.0
2020060502,25.9,74.08,2.52,96.65,0.0
2020060503,25.31,75.73,2.69,96.64,0.0
2020060504,24.8,77.12,2.76,96.67,0.0
2020060505,24.7,76.59,2.96,96.73,13.93
2020060506,26.18,67.22,3.73,96.78,96.47
2020060507,28.71,57.07,3.2,96.83,225.9
2020060508,31.84,44.04,3.69,96.84,367.45
2020060509,33.38,39.3,4.06,96.82,416.98
2020060510,34.68,36.26,4.34,96.76,448.73
2020060511,35.76,34.06,4.51,96.69,459.0
2020060512,36.59,32.56,4.6,96.6,351.52
2020060513,37.06,31.86,4.65,96.52,604.8
2020060514,37.07,31.91,4.3,96.46,695.17
2020060515,36.67,32.53,3.82,96.43,601.12
2020060516,35.92,34.02,3.39,96.42,402.9
2020060517,34.8,38.5,2.45,96.43,187.3
2020060518,33.89,43.01,1.42,96.46,30.9
2020060519,32.8,52.79,0.34,96.48,0.0
2020060520,32.0,54.39,0.59,96.48,0.0
2020060521,30.77,57.11,1.43,96.57,0.0
2020060522,29.03,60.45,5.35,96.74,0.0
2020060523,27.56,71.25,7.17,96.77,0.0
2020060600,26.51,79.17,7.2,96.73,0.0
2020060601,25.93,81.16,6.71,96.68,0.0
2020060602,25.57,81.67,5.47,96.63,0.0
2020060603,25.27,82.75,4.6,96.62,0.0
2020060604,25.01,83.91,4.13,96.64,0.0
2020060605,24.96,84.14,3.73,96.68,17.55
2020060606,25.77,78.63,3.75,96.73,138.52
2020060607,27.33,70.24,3.61,96.77,303.88
2020060608,29.58,61.03,4.09,96.8,498.38
2020060609,31.29,55.3,4.17,96.79,678.12
2020060610,32.55,50.84,3.85,96.77,829.38
2020060611,33.52,47.09,3.47,96.72,897.53
2020060612,34.19,44.26,3.13,96.66,983.33
2020060613,34.61,42.35,2.94,96.59,917.92
2020060614,34.72,41.35,3.01,96.54,804.88
2020060615,34.57,41.07,3.15,96.5,634.95
2020060616,34.14,41.6,3.16,96.48,428.0
2020060617,33.42,44.37,2.92,96.48,189.4
2020060618,32.04,54.03,2.35,96.52,26.35
2020060619,30.75,58.66,2.57,96.58,0.0
2020060620,30.11,60.03,3.23,96.64,0.0
2020060621,29.45,62.01,3.68,96.69,0.0
2020060622,28.82,64.13,3.9,96.7,0.0
2020060623,28.23,66.19,3.88,96.68,0.0
2020060700,27.71,68.0,3.76,96.65,0.0
2020060701,27.22,69.69,3.65,96.61,0.0
2020060702,26.77,71.51,3.57,96.6,0.0
2020060703,26.42,73.05,3.51,96.61,0.0
2020060704,26.11,74.43,3.44,96.65,0.0
2020060705,26.17,74.17,3.66,96.71,15.6
2020060706,27.7,66.85,4.75,96.77,134.38
2020060707,30.31,55.19,5.12,96.83,330.4
2020060708,32.14,48.25,4.36,96.86,557.12
2020060709,33.37,44.37,3.13,96.85,736.58
2020060710,34.38,41.59,2.22,96.83,874.62
2020060711,35.24,39.39,1.79,96.77,940.62
2020060712,35.89,37.75,1.88,96.7,967.03
2020060713,36.37,36.29,2.38,96.63,898.12
2020060714,36.58,35.23,2.8,96.57,747.72
2020060715,36.43,34.95,3.01,96.53,577.38
2020060716,35.92,35.73,3.33,96.51,389.42
2020060717,35.04,37.49,3.72,96.52,177.23
2020060718,33.29,46.16,3.44,96.55,27.77
2020060719,31.67,51.99,3.98,96.58,0.0
2020060720,30.85,54.35,4.27,96.62,0.0
2020060721,30.13,57.38,3.82,96.66,0.0
2020060722,29.38,61.56,2.92,96.68,0.0
2020060723,28.75,66.34,2.19,96.68,0.0
2020060800,28.1,71.65,2.24,96.68,0.0
2020060801,27.14,72.35,3.21,96.72,0.0
2020060802,26.1,75.95,3.63,96.75,0.0
2020060803,25.47,79.46,2.74,96.76,0.0
2020060804,25.28,80.2,1.85,96.74,0.0
2020060805,25.42,79.21,2.28,96.75,17.02
2020060806,26.52,72.93,3.44,96.78,143.7
2020060807,28.92,60.41,4.73,96.84,336.0
2020060808,31.33,50.06,4.99,96.88,564.97
2020060809,33.21,44.24,4.03,96.88,750.45
2020060810,34.72,40.47,2.92,96.85,874.12
2020060811,36.04,37.65,2.07,96.78,940.15
2020060812,37.02,35.56,1.58,96.71,970.0
2020060813,37.69,33.89,1.35,96.63,859.3
2020060814,38.07,32.44,1.36,96.56,715.1
2020060815,38.08,31.58,1.49,96.52,452.88
2020060816,37.73,31.52,1.67,96.49,278.25
2020060817,36.98,32.76,1.97,96.49,134.27
2020060818,35.15,42.49,1.99,96.51,23.2
2020060819,33.24,49.13,2.42,96.56,0.0
2020060820,32.45,49.24,3.41,96.63,0.0
2020060821,31.78,50.17,4.49,96.69,0.0
2020060822,31.04,52.0,5.26,96.72,0.0
2020060823,30.28,54.23,5.85,96.72,0.0
2020060900,29.49,56.78,6.27,96.7,0.0
2020060901,28.75,59.28,6.49,96.68,0.0
2020060902,28.13,61.46,6.02,96.68,0.0
2020060903,27.52,64.02,5.04,96.69,0.0
2020060904,27.05,65.79,4.35,96.73,0.0
2020060905,26.99,65.51,4.19,96.79,21.52
2020060906,28.51,57.83,5.22,96.86,174.2
2020060907,31.19,47.62,6.2,96.91,385.23
2020060908,33.5,41.81,5.46,96.93,596.88
2020060909,35.4,38.18,4.3,96.92,773.92
2020060910,37.0,35.3,3.37,96.88,906.62
2020060911,38.34,32.98,2.79,96.81,971.1
2020060912,39.38,30.99,2.51,96.72,972.6
2020060913,40.11,29.35,2.44,96.64,883.97
2020060914,40.49,28.09,2.42,96.57,785.25
2020060915,40.5,27.26,2.46,96.51,617.92
2020060916,40.06,27.25,2.57,96.47,411.65
2020060917,39.17,28.36,2.74,96.47,189.27
2020060918,36.87,38.41,2.33,96.5,32.22
2020060919,34.84,42.39,2.84,96.54,0.0
2020060920,34.11,42.66,3.53,96.59,0.0
2020060921,33.37,43.91,4.18,96.63,0.0
2020060922,32.55,45.83,4.63,96.63,0.0
2020060923,31.74,48.09,4.97,96.61,0.0
2020061000,31.01,50.42,5.33,96.58,0.0
2020061001,30.37,52.92,5.53,96.56,0.0
2020061002,29.84,55.17,5.66,96.56,0.0
2020061003,29.4,56.93,5.8,96.59,0.0
2020061004,28.96,58.61,5.87,96.63,0.0
2020061005,28.75,59.44,6.07,96.69,16.92
2020061006,30.04,55.18,6.71,96.75,135.23
2020061007,32.36,47.88,7.1,96.81,313.1
2020061008,34.61,41.54,6.48,96.83,509.17
2020061009,36.68,36.37,5.14,96.82,688.72
2020061010,38.53,32.19,3.78,96.78,829.1
2020061011,40.09,28.94,2.71,96.71,938.2
2020061012,41.16,26.75,2.0,96.61,969.62
2020061013,41.81,25.32,1.68,96.51,850.2
2020061014,42.03,24.56,1.73,96.42,740.12
2020061015,41.88,24.24,2.04,96.37,586.4
2020061016,41.36,24.38,2.37,96.34,382.5
2020061017,40.24,25.94,2.68,96.35,181.25
2020061018,38.3,32.19,2.45,96.39,33.62
2020061019,36.53,36.11,3.35,96.45,0.0
2020061020,35.73,38.17,4.78,96.52,0.0
2020061021,34.87,41.73,5.88,96.56,0.0
2020061022,33.99,46.0,6.38,96.56,0.0
2020061023,33.03,50.75,6.47,96.53,0.0
2020061100,32.04,55.48,6.3,96.48,0.0
2020061101,31.14,59.33,5.87,96.44,0.0
2020061102,30.48,61.62,5.65,96.41,0.0
2020061103,29.98,62.82,5.54,96.43,0.0
2020061104,29.59,63.57,5.4,96.47,0.0
2020061105,29.48,63.73,5.54,96.53,18.6
2020061106,30.98,58.15,6.36,96.61,150.0
2020061107,33.48,49.79,6.8,96.67,345.92
2020061108,35.83,42.84,6.07,96.69,563.95
2020061109,37.87,37.35,4.84,96.67,744.38
2020061110,39.53,33.27,3.73,96.62,872.47
2020061111,40.84,30.08,2.8,96.54,935.53
2020061112,41.75,27.71,2.11,96.43,933.55
2020061113,42.31,25.95,1.65,96.33,802.28
2020061114,42.39,24.64,1.54,96.25,730.17
2020061115,42.01,24.23,1.93,96.19,510.92
2020061116,41.06,25.31,2.7,96.16,307.38
2020061117,39.77,27.82,3.63,96.17,145.12
2020061118,38.27,32.09,4.4,96.22,27.6
2020061119,36.74,37.2,5.7,96.29,0.0
2020061120,35.57,41.97,6.62,96.35,0.0
2020061121,34.65,45.95,6.5,96.4,0.0
2020061122,33.88,48.97,6.11,96.41,0.0
2020061123,33.18,51.44,5.73,96.39,0.0
2020061200,32.57,53.65,5.45,96.36,0.0
2020061201,32.02,55.61,5.17,96.32,0.0
2020061202,31.55,57.26,4.62,96.3,0.0
2020061203,31.15,58.55,3.97,96.3,0.0
2020061204,30.78,59.57,3.42,96.32,0.0
2020061205,30.82,59.02,3.44,96.38,12.88
2020061206,32.44,52.47,4.58,96.43,109.88
2020061207,35.1,42.43,5.03,96.47,263.85
2020061208,37.66,33.78,4.31,96.5,466.58
2020061209,39.45,29.11,3.62,96.47,664.12
2020061210,40.83,26.2,3.32,96.42,803.83
2020061211,41.95,24.14,3.3,96.33,872.75
2020061212,42.77,22.56,3.36,96.23,944.55
2020061213,43.23,21.38,3.4,96.14,734.28
2020061214,43.21,20.67,3.46,96.05,548.97
2020061215,42.95,20.35,3.58,95.98,409.6
2020061216,41.88,21.24,3.68,95.96,215.88
2020061217,40.86,22.94,3.59,95.98,128.25
2020061218,39.13,28.98,2.73,96.02,23.6
2020061219,37.68,32.38,2.64,96.07,0.0
2020061220,36.9,33.1,2.93,96.13,0.0
2020061221,36.04,34.15,3.3,96.18,0.0
2020061222,35.23,35.37,4.21,96.2,0.0
2020061223,34.26,38.66,5.31,96.18,0.0
2020061300,33.17,45.3,6.11,96.16,0.0
2020061301,32.25,51.91,6.36,96.15,0.0
2020061302,31.59,56.5,6.09,96.17,0.0
2020061303,31.08,59.69,5.49,96.21,0.0
2020061304,30.68,61.82,4.74,96.25,0.0
2020061305,30.47,63.13,4.2,96.32,13.07
2020061306,31.47,59.42,5.07,96.4,104.1
2020061307,33.25,52.78,5.53,96.47,230.85
2020061308,35.22,44.84,5.09,96.52,378.3
2020061309,37.05,38.06,4.24,96.5,569.25
2020061310,38.49,33.8,3.34,96.45,722.05
2020061311,39.58,31.08,2.56,96.38,545.33
2020061312,40.36,29.24,2.02,96.29,471.4
2020061313,40.61,28.29,1.73,96.22,550.65
2020061314,39.91,28.86,1.63,96.18,576.4
2020061315,39.17,29.78,1.52,96.16,480.5
2020061316,38.36,31.24,1.28,96.16,315.45
2020061317,37.45,33.77,0.84,96.19,124.85
2020061318,36.48,37.22,0.36,96.25,22.67
2020061319,35.08,45.47,1.28,96.31,0.0
2020061320,33.97,46.96,2.31,96.38,0.0
2020061321,32.99,50.13,3.27,96.45,0.0
2020061322,32.14,54.13,3.89,96.49,0.0
2020061323,31.44,57.2,3.79,96.49,0.0
2020061400,30.81,59.79,3.49,96.47,0.0
2020061401,30.18,62.26,3.34,96.45,0.0
2020061402,29.6,64.61,2.92,96.43,0.0
2020061403,29.01,67.38,2.3,96.44,0.0
2020061404,28.58,69.34,1.96,96.47,0.0
2020061405,28.56,69.11,2.03,96.53,13.62
2020061406,29.98,62.06,2.31,96.59,110.18
2020061407,32.65,49.03,1.4,96.64,231.77
2020061408,35.01,39.33,1.32,96.65,430.9
2020061409,36.92,33.75,1.71,96.64,644.22
2020061410,38.61,30.09,2.39,96.59,791.58
2020061411,40.18,27.28,3.38,96.53,859.58
2020061412,41.2,25.18,4.41,96.45,904.05
2020061413,41.75,23.48,5.37,96.37,861.62
2020061414,41.81,22.29,6.12,96.32,727.8
2020061415,41.5,21.46,6.57,96.28,559.0
2020061416,40.92,21.14,6.56,96.27,361.35
2020061417,39.94,21.92,5.97,96.29,155.48
2020061418,37.13,29.58,3.66,96.35,28.95
2020061419,34.6,36.59,3.21,96.41,0.0
2020061420,33.64,39.12,3.12,96.46,0.0
2020061421,32.85,41.18,2.97,96.5,0.0
2020061422,32.2,42.87,2.8,96.49,0.0
2020061423,31.62,44.18,2.61,96.44,0.0
2020061500,31.08,45.09,2.44,96.38,0.0
2020061501,30.63,45.55,2.21,96.33,0.0
2020061502,30.3,45.56,1.86,96.32,0.0
2020061503,29.63,47.68,1.5,96.34,0.0
2020061504,28.35,53.74,1.67,96.38,0.0
2020061505,27.76,59.32,2.09,96.43,17.67
2020061506,29.45,58.25,3.81,96.48,137.98
2020061507,31.95,51.96,4.16,96.5,320.67
2020061508,35.23,40.7,3.88,96.51,524.15
2020061509,38.02,31.48,2.86,96.51,706.6
2020061510,39.93,26.57,2.41,96.49,841.92
2020061511,41.38,23.59,2.81,96.43,910.58
2020061512,42.32,22.0,3.44,96.35,935.05
2020061513,42.86,21.08,3.99,96.25,853.38
2020061514,43.03,20.22,4.28,96.17,772.97
2020061515,42.76,19.41,4.35,96.1,602.7
2020061516,42.13,19.0,4.32,96.07,394.2
2020061517,41.01,19.82,3.98,96.06,188.65
2020061518,38.14,28.59,2.61,96.09,33.0
2020061519,36.02,32.61,2.88,96.13,0.0
2020061520,35.26,32.92,3.28,96.17,0.0
2020061521,34.52,32.75,3.57,96.19,0.0
2020061522,33.86,32.3,3.7,96.17,0.0
2020061523,33.22,31.99,3.68,96.12,0.0
2020061600,32.8,31.7,3.63,96.08,0.0
2020061601,32.28,31.96,3.68,96.04,0.0
2020061602,31.57,33.43,3.59,96.03,0.0
2020061603,30.9,35.69,3.54,96.04,0.0
2020061604,30.29,38.38,3.73,96.08,0.0
2020061605,30.15,41.09,4.6,96.12,19.33
2020061606,31.73,40.9,6.48,96.19,160.18
2020061607,34.93,37.8,7.2,96.25,352.95
2020061608,38.23,32.04,7.6,96.27,547.4
2020061609,40.59,26.49,7.16,96.24,731.0
2020061610,42.3,22.35,6.83,96.2,887.33
2020061611,43.63,18.64,6.69,96.12,963.78
2020061612,44.46,15.73,6.61,96.04,969.05
2020061613,44.81,14.07,6.53,95.96,903.12
2020061614,44.82,13.54,6.23,95.88,787.53
2020061615,44.46,13.6,5.84,95.83,578.9
2020061616,43.75,14.19,5.37,95.81,383.58
2020061617,42.64,15.44,4.49,95.82,182.07
2020061618,39.68,23.34,2.29,95.85,34.1
2020061619,38.7,25.21,1.6,95.91,0.0
2020061620,38.94,23.86,0.92,95.97,0.0
2020061621,38.53,24.07,0.38,96.02,0.0
2020061622,37.86,24.31,0.28,96.03,0.0
2020061623,36.45,27.62,0.93,96.02,0.0
2020061700,34.75,30.84,1.56,95.99,0.0
2020061701,33.4,32.44,2.13,95.95,0.0
2020061702,32.48,34.44,2.98,95.94,0.0
2020061703,31.94,37.56,4.48,95.96,0.0
2020061704,31.59,39.21,5.8,96.0,0.0
2020061705,31.37,38.6,5.98,96.05,17.27
2020061706,32.2,36.76,6.43,96.11,138.75
2020061707,34.2,34.6,8.0,96.16,321.38
2020061708,36.74,30.31,8.6,96.18,516.67
2020061709,39.35,24.52,8.47,96.16,696.58
2020061710,41.41,20.55,8.13,96.12,836.35
2020061711,43.13,17.95,7.76,96.03,925.7
2020061712,44.28,16.29,7.47,95.93,1001.97
2020061713,45.01,15.05,7.29,95.84,940.47
2020061714,45.27,14.17,7.01,95.76,819.72
2020061715,45.04,13.63,6.69,95.72,648.03
2020061716,44.43,13.38,6.35,95.71,441.6
2020061717,43.37,13.55,5.68,95.72,229.12
2020061718,40.02,17.84,3.23,95.77,44.67
2020061719,37.29,21.73,3.12,95.82,0.0
2020061720,36.25,22.93,3.25,95.88,0.0
2020061721,35.37,24.78,3.85,95.94,0.0
2020061722,34.85,29.06,5.74,95.99,0.0
2020061723,34.07,37.14,7.95,96.03,0.0
2020061800,33.17,45.51,9.1,96.05,0.0
2020061801,32.29,51.52,9.02,96.06,0.0
2020061802,31.57,55.04,8.27,96.07,0.0
2020061803,30.92,57.57,7.3,96.11,0.0
2020061804,30.38,59.38,6.42,96.16,0.0
2020061805,30.18,60.03,6.06,96.22,17.95
2020061806,31.29,55.24,7.86,96.27,144.68
2020061807,33.05,47.69,8.95,96.31,340.6
2020061808,35.09,40.37,8.79,96.33,549.05
2020061809,37.36,33.25,8.34,96.33,731.0
2020061810,39.53,27.57,7.77,96.32,872.08
2020061811,41.24,23.71,7.15,96.27,941.62
2020061812,42.29,21.56,6.52,96.21,982.33
2020061813,42.88,20.41,6.0,96.15,924.05
2020061814,43.12,19.85,5.72,96.09,800.17
2020061815,43.05,19.7,5.7,96.05,626.8
2020061816,42.5,20.27,5.77,96.03,416.52
2020061817,41.5,21.67,5.88,96.04,191.0
2020061818,39.77,24.94,4.8,96.09,35.35
2020061819,37.88,29.52,4.53,96.15,0.0
2020061820,37.27,32.19,5.54,96.23,0.0
2020061821,36.55,35.36,6.34,96.29,0.0
2020061822,35.72,38.97,6.87,96.33,0.0
2020061823,34.79,42.58,7.22,96.33,0.0
2020061900,33.93,45.35,7.08,96.32,0.0
2020061901,33.23,47.27,6.55,96.31,0.0
2020061902,32.7,48.82,6.09,96.32,0.0
2020061903,32.13,50.78,5.87,96.34,0.0
2020061904,31.44,53.86,5.84,96.4,0.0
2020061905,30.88,57.41,6.22,96.46,16.23
2020061906,31.6,57.31,8.23,96.54,133.45
2020061907,33.3,52.22,8.35,96.59,314.65
2020061908,35.16,46.51,7.56,96.62,517.97
2020061909,36.95,41.28,6.68,96.61,700.92
2020061910,38.59,36.6,6.06,96.57,865.5
2020061911,40.05,32.59,5.69,96.51,941.15
2020061912,41.15,29.71,5.5,96.43,987.28
2020061913,41.87,27.9,5.36,96.34,916.78
2020061914,42.24,26.87,5.4,96.26,789.3
2020061915,42.17,26.62,5.64,96.19,615.35
2020061916,41.61,27.09,5.95,96.17,413.05
2020061917,40.61,28.36,6.25,96.19,207.43
2020061918,39.15,30.7,6.03,96.24,41.12
2020061919,37.65,33.62,5.41,96.32,0.0
2020061920,36.82,35.11,5.83,96.41,0.0
2020061921,36.05,36.44,6.07,96.48,0.0
2020061922,35.36,37.88,6.42,96.49,0.0
2020061923,34.55,39.85,6.28,96.47,0.0
2020062000,33.77,42.16,6.14,96.44,0.0
2020062001,33.05,44.71,6.02,96.44,0.0
2020062002,32.31,47.8,6.04,96.44,0.0
2020062003,31.5,51.54,5.89,96.47,0.0
2020062004,30.73,55.49,5.71,96.5,0.0
2020062005,30.24,58.7,5.88,96.57,17.48
2020062006,30.89,58.1,7.67,96.64,144.43
2020062007,32.3,53.19,7.55,96.7,331.7
2020062008,34.21,46.6,6.91,96.74,527.42
2020062009,36.25,39.91,6.2,96.74,721.1
2020062010,38.09,34.38,5.64,96.71,845.05
2020062011,39.62,30.25,5.24,96.65,946.53
2020062012,40.76,27.49,5.0,96.57,967.05
2020062013,41.46,25.82,4.9,96.49,913.22
2020062014,41.72,25.02,5.08,96.42,789.25
2020062015,41.59,24.78,5.45,96.37,616.25
2020062016,40.98,25.55,5.79,96.36,409.92
2020062017,39.93,27.26,5.96,96.35,199.5
2020062018,38.45,30.2,5.39,96.39,38.8
2020062019,36.82,34.14,4.16,96.45,0.0
2020062020,36.05,36.22,4.24,96.52,0.0
2020062021,35.32,38.07,4.38,96.56,0.0
2020062022,34.66,39.66,4.88,96.58,0.0
2020062023,34.05,41.17,5.71,96.58,0.0
2020062100,33.41,43.13,6.22,96.55,0.0
2020062101,32.65,45.98,6.35,96.53,0.0
2020062102,31.88,49.75,6.25,96.5,0.0
2020062103,31.2,53.93,6.05,96.47,0.0
2020062104,30.59,58.13,5.77,96.47,0.0
2020062105,30.31,61.17,5.81,96.52,16.48
2020062106,31.33,59.4,7.68,96.57,136.35
2020062107,33.28,52.79,7.6,96.61,326.98
2020062108,35.41,45.75,6.79,96.63,537.08
2020062109,37.29,40.15,5.83,96.63,719.95
2020062110,38.81,35.87,4.98,96.6,860.33
2020062111,39.97,32.57,4.4,96.53,936.4
2020062112,40.84,29.93,4.16,96.46,995.35
2020062113,41.43,27.88,4.11,96.38,944.42
2020062114,41.79,26.42,4.15,96.31,830.8
2020062115,41.63,25.82,4.14,96.26,644.97
2020062116,41.14,25.73,4.1,96.23,435.5
2020062117,40.2,26.53,4.02,96.22,222.45
2020062118,38.78,28.67,3.42,96.24,45.62
2020062119,36.82,32.79,2.44,96.29,0.0
2020062120,35.97,34.49,2.77,96.35,0.0
2020062121,35.15,36.32,3.15,96.38,0.0
2020062122,34.4,38.4,3.65,96.4,0.0
2020062123,33.69,40.82,4.3,96.4,0.0
2020062200,32.96,43.7,4.74,96.38,0.0
2020062201,32.23,47.22,5.25,96.36,0.0
2020062202,31.44,52.01,5.55,96.34,0.0
2020062203,30.71,57.18,5.26,96.36,0.0
2020062204,30.09,61.79,4.9,96.39,0.0
2020062205,29.81,64.86,5.03,96.46,19.5
2020062206,30.78,62.9,6.44,96.52,176.45
2020062207,32.69,55.1,6.11,96.57,378.1
2020062208,34.98,45.53,4.89,96.59,585.1
2020062209,36.84,38.58,3.61,96.58,765.83
2020062210,38.26,33.98,2.68,96.52,907.17
2020062211,39.43,30.69,2.21,96.44,976.65
2020062212,40.24,28.3,2.04,96.35,991.7
2020062213,40.81,26.49,1.91,96.26,935.9
2020062214,41.12,25.14,1.78,96.19,820.05
2020062215,41.05,24.46,1.64,96.15,653.0
2020062216,40.62,24.38,1.5,96.12,446.7
2020062217,39.82,24.97,1.33,96.13,194.95
2020062218,38.7,27.21,1.01,96.18,39.0
2020062219,37.28,33.58,0.88,96.25,0.0
2020062220,36.49,33.34,1.37,96.31,0.0
2020062221,35.76,33.19,1.98,96.37,0.0
2020062222,35.12,33.52,2.83,96.37,0.0
2020062223,34.51,34.19,3.89,96.35,0.0
2020062300,33.88,35.45,4.72,96.31,0.0
2020062301,33.2,37.83,5.45,96.28,0.0
2020062302,32.52,42.05,6.06,96.29,0.0
2020062303,31.91,47.47,6.43,96.35,0.0
2020062304,31.3,52.8,6.45,96.42,0.0
2020062305,30.93,56.49,6.53,96.51,16.75
2020062306,31.76,55.39,7.63,96.59,148.15
2020062307,33.35,50.63,7.2,96.66,349.4
2020062308,35.4,44.39,6.06,96.68,560.28
2020062309,37.36,38.69,4.7,96.69,736.47
2020062310,39.06,34.05,3.53,96.66,834.38
2020062311,40.54,30.4,2.92,96.59,927.85
2020062312,41.49,27.91,2.93,96.52,904.7
2020062313,41.75,26.53,3.29,96.44,744.2
2020062314,41.4,26.2,3.49,96.38,592.88
2020062315,40.95,26.17,3.37,96.34,185.68
2020062316,40.51,26.28,3.04,96.32,108.95
2020062317,39.97,26.58,2.44,96.32,71.72
2020062318,38.99,29.11,1.27,96.35,16.2
2020062319,37.76,34.14,0.28,96.4,0.0
2020062320,36.78,35.13,0.81,96.46,0.0
2020062321,35.85,36.0,1.49,96.5,0.0
2020062322,35.12,37.37,2.05,96.51,0.0
2020062323,34.6,38.84,2.9,96.5,0.0
2020062400,34.08,40.83,3.65,96.48,0.0
2020062401,33.52,43.44,4.28,96.46,0.0
2020062402,32.94,46.73,4.66,96.46,0.0
2020062403,32.33,50.15,4.79,96.47,0.0
2020062404,31.67,53.54,5.45,96.5,0.0
2020062405,31.17,56.03,6.31,96.57,14.43
2020062406,31.78,54.16,7.65,96.64,101.03
2020062407,33.3,49.42,7.63,96.7,234.9
2020062408,35.29,44.1,6.86,96.74,381.23
2020062409,37.23,39.56,6.01,96.73,581.55
2020062410,38.95,35.68,5.23,96.7,758.6
2020062411,40.22,32.84,4.62,96.62,815.05
2020062412,40.88,31.17,4.15,96.52,852.83
2020062413,41.0,30.55,3.68,96.44,781.3
2020062414,40.91,30.36,3.36,96.37,655.1
2020062415,40.75,30.21,3.28,96.32,367.83
2020062416,40.21,30.82,3.1,96.29,121.9
2020062417,39.5,32.01,2.85,96.3,58.08
2020062418,38.47,34.81,2.34,96.35,8.52
2020062419,37.56,37.46,2.96,96.41,0.0
2020062420,36.77,39.99,3.7,96.48,0.0
2020062421,36.05,42.47,4.27,96.55,0.0
2020062422,35.32,44.99,4.7,96.57,0.0
2020062423,34.6,47.48,4.97,96.56,0.0
2020062500,33.95,49.61,5.3,96.53,0.0
2020062501,33.29,51.75,5.17,96.49,0.0
2020062502,32.64,53.96,5.12,96.46,0.0
2020062503,32.02,56.16,5.12,96.45,0.0
2020062504,31.44,58.41,4.95,96.47,0.0
2020062505,31.16,59.55,5.58,96.52,15.52
2020062506,32.0,56.37,6.95,96.59,124.25
2020062507,33.65,50.38,7.03,96.64,292.4
2020062508,35.43,44.67,6.18,96.65,488.58
2020062509,37.07,40.2,5.12,96.63,665.42
2020062510,38.43,36.92,4.37,96.59,840.35
2020062511,39.48,34.62,3.96,96.51,912.28
2020062512,40.21,33.02,3.79,96.42,890.88
2020062513,40.62,32.04,3.76,96.33,816.0
2020062514,40.51,31.96,3.82,96.27,674.33
2020062515,39.92,33.01,3.88,96.24,357.2
2020062516,39.02,34.86,4.14,96.23,224.3
2020062517,37.95,37.67,4.57,96.26,101.65
2020062518,36.47,42.57,4.9,96.32,21.35
2020062519,34.87,48.89,5.69,96.4,0.0
2020062520,33.54,54.47,6.45,96.47,0.0
2020062521,32.45,58.74,6.68,96.51,0.0
2020062522,31.59,61.64,6.7,96.52,0.0
2020062523,30.9,63.75,6.47,96.5,0.0
2020062600,30.44,64.91,6.04,96.48,0.0
2020062601,30.08,65.85,5.52,96.44,0.0
2020062602,29.78,66.76,5.02,96.42,0.0
2020062603,29.5,67.67,4.69,96.43,0.0
2020062604,29.21,68.75,4.52,96.45,0.0
2020062605,29.07,69.38,4.67,96.5,12.0
2020062606,30.27,63.67,5.82,96.57,95.82
2020062607,32.41,54.94,7.1,96.62,240.2
2020062608,34.23,49.54,6.9,96.64,403.2
2020062609,35.78,45.47,6.63,96.62,607.3
2020062610,37.03,42.33,6.46,96.59,763.4
2020062611,37.91,40.05,6.37,96.53,848.42
2020062612,38.57,38.26,6.36,96.45,915.12
2020062613,38.72,37.29,6.26,96.38,857.1
2020062614,38.51,36.91,5.94,96.33,743.0
2020062615,38.39,36.28,5.72,96.29,574.72
2020062616,38.06,35.88,5.64,96.28,385.48
2020062617,37.39,36.12,5.53,96.28,182.45
2020062618,36.26,38.08,4.7,96.31,37.92
2020062619,35.0,40.72,4.61,96.35,0.0
2020062620,34.19,42.24,5.35,96.38,0.0
2020062621,33.26,45.19,5.2,96.42,0.0
2020062622,32.47,48.43,4.97,96.43,0.0
2020062623,31.78,51.71,5.0,96.42,0.0
2020062700,31.08,54.96,5.21,96.38,0.0
2020062701,30.43,57.57,5.51,96.34,0.0
2020062702,29.9,59.51,5.69,96.32,0.0
2020062703,29.47,61.17,5.95,96.34,0.0
2020062704,29.15,62.71,6.28,96.39,0.0
